,2020 Census Tract,Median Income
1358,13121008400,18594
1359,13121008500,35515
1360,13121008601,26563
1361,13121008602,32250
1362,13121008701,27883
1363,13121008702,64375
1364,13121008801,129375
1365,13121008802,189545
1366,13121008903,83699
1367,13121008905,104720
1368,13121008906,174958
1369,13121008907,74038
1370,13121008908,43949
1371,13121008909,118114
1372,13121009001,56845
1373,13121009002,250000
1374,13121009103,83151
1375,13121009104,81288
1376,13121009105,250000
1377,13121009106,59148
1378,13121009201,42679
1379,13121009202,85678
1380,13121009203,71146
1381,13121009301,120764
1382,13121009302,125000
1383,13121009405,75859
1384,13121009406,73375
1385,13121009407,82283
1386,13121009408,55481
1387,13121009409,67170
1388,13121009410,86273
1389,13121009411,103953
1390,13121009501,154337
1391,13121009503,52909
1392,13121009504,84073
1393,13121009601,130793
1394,13121009604,59891
1395,13121009605,93252
1396,13121009606,220026
1397,13121009607,101101
1398,13121009700,250000
1399,13121009802,171875
1400,13121009803,91103
1401,13121009804,250000
1402,13121009900,155272
1403,13121010003,128398
1404,13121010004,250000
1405,13121010005,250000
1406,13121010006,83803
1407,13121010007,223698
1408,13121010106,87500
1409,13121010107,250000
1410,13121010108,128056
1411,13121010115,151927
1412,13121010117,66344
1413,13121010120,82575
1414,13121010121,103050
1415,13121010124,77129
1416,13121010125,76483
1417,13121010126,75163
1418,13121010127,120947
1419,13121010128,56378
1420,13121010129,95431
1421,13121010130,91546
1422,13121010131,61016
1423,13121010132,64682
1424,13121010133,85284
1425,13121010134,67578
1426,13121010135,45417
1427,13121010136,86711
1428,13121010137,76791
1429,13121010204,156346
1430,13121010211,188393
1431,13121010212,75665
1432,13121010213,65023
1433,13121010214,52188
1434,13121010215,114110
1435,13121010216,97951
1436,13121010217,88297
1437,13121010218,62089
1438,13121010219,86500
1439,13121010220,108558
1440,13121010221,89663
1441,13121010222,215750
1442,13121010223,171950
1443,13121010305,83512
1444,13121010306,126190
1445,13121010307,90911
1446,13121010308,84478
1447,13121010309,93184
1448,13121010310,77118
1449,13121010311,103308
1450,13121010312,75042
1451,13121010313,71509
1452,13121010314,96931
1453,13121010315,86494
1454,13121010401,50368
1455,13121010402,68303
1456,13121010508,54928
1457,13121010517,65282
1458,13121010518,73646
1459,13121010519,61000
1460,13121010520,57951
1461,13121010521,45859
1462,13121010522,45016
1463,13121010523,49956
1464,13121010524,47278
1465,13121010525,32560
1466,13121010526,62750
1467,13121010527,36930
1468,13121010528,43212
1469,13121010529,56719
1470,13121010530,49841
1471,13121010531,-
1472,13121010532,57585
1473,13121010533,39940
1474,13121010534,46136
1475,13121010535,79904
1476,13121010536,89864
1477,13121010537,71883
1478,13121010538,55521
1479,13121010539,80393
1480,13121010540,89688
1481,13121010601,58407
1482,13121010603,42246
1483,13121010604,26737
1484,13121010801,67239
1485,13121010802,73083
1486,13121011000,37888
1487,13121011100,71504
1488,13121011202,47833
1489,13121011203,42938
1490,13121011204,65844
1491,13121011301,71161
1492,13121011306,44746
1493,13121011307,36495
1494,13121011308,42745
1495,13121011309,63724
1496,13121011310,45779
1497,13121011416,126352
1498,13121011417,98911
1499,13121011419,143932
1500,13121011421,67305
1501,13121011422,105342
1502,13121011423,142031
1503,13121011424,95397
1504,13121011426,120179
1505,13121011428,169628
1506,13121011429,123438
1507,13121011430,50922
1508,13121011431,100686
1509,13121011432,75492
1510,13121011433,150243
1511,13121011434,74697
1512,13121011435,78633
1513,13121011436,152540
1514,13121011437,91182
1515,13121011438,105182
1516,13121011439,118145
1517,13121011440,128938
1518,13121011441,96250
1519,13121011442,110711
1520,13121011443,154688
1521,13121011444,159329
1522,13121011445,120400
1523,13121011446,186225
1524,13121011505,174940
1525,13121011507,250000
1526,13121011508,250000
1527,13121011509,250000
1528,13121011510,198527
1529,13121011511,199018
1530,13121011512,180682
1531,13121011513,175536
1532,13121011514,223049
1533,13121011515,238350
1534,13121011612,167917
1535,13121011618,137500
1536,13121011624,214107
1537,13121011627,89405
1538,13121011628,111607
1539,13121011629,175766
1540,13121011630,132857
1541,13121011631,73667
1542,13121011632,131105
1543,13121011633,129115
1544,13121011634,70197
1545,13121011635,138944
1546,13121011636,98108
1547,13121011637,209828
1548,13121011638,108373
1549,13121011639,85329
1550,13121011640,121310
1551,13121011641,227182
1552,13121011642,-
1553,13121011643,65170
1554,13121011644,109758
1555,13121011645,123587
1556,13121011646,82273
1557,13121011647,85052
1558,13121011648,182606
1559,13121011649,158182
1560,13121011650,152171
1561,13121011651,145875
1562,13121011652,105133
1563,13121011653,213750
1564,13121011654,122750
1565,13121011655,157264
1566,13121011656,170809
1567,13121011657,167353
1568,13121011658,137448
1569,13121011659,157288
1570,13121011660,89783
1571,13121011661,189067
1572,13121011801,60250
1573,13121011802,21838
1574,13121011901,29414
1575,13121011902,33301
1576,13121012000,12288
1577,13121012300,46893
1578,13121980000,-
1579,13123080100,59596
1580,13123080200,55811
1581,13123080301,43654
1582,13123080302,44095
1583,13123080401,47450
1584,13123080402,71788
1585,13123080403,78906
1586,13123080500,57063
1587,13125010100,53125
1588,13127000101,64227
1589,13127000103,85405
1590,13127000104,82115
1591,13127000201,92083
1592,13127000202,115455
1593,13127000301,93750
1594,13127000302,112198
1595,13127000303,113229
1596,13127000403,71875
1597,13127000405,73161
1598,13127000406,69932
1599,13127000407,53873
1600,13127000408,108441
1601,13127000409,52375
1602,13127000501,30938
1603,13127000503,42177
1604,13127000504,53933
1605,13127000601,41595
1606,13127000602,55855
1607,13127000701,47650
1608,13127000702,23629
1609,13127000800,26955
1610,13127000900,28420
1611,13127001001,79659
1612,13127001002,84563
1613,13127990000,-
1614,13129970101,58016
1615,13129970102,43427
1616,13129970201,55261
1617,13129970202,73750
1618,13129970301,27600
1619,13129970302,50071
1620,13129970400,56977
1621,13129970500,55543
1622,13129970601,26928
1623,13129970602,34940
1624,13129970700,44063
1625,13129970801,60125
1626,13129970802,45745
1627,13129970901,83787
1628,13129970902,59607
1629,13131950100,52895
1630,13131950200,51467
1631,13131950300,48722
1632,13131950401,52575
1633,13131950402,31189
1634,13131950501,67606
1635,13131950502,44115
1636,13131950600,48980
1637,13133950100,54375
1638,13133950200,42143
1639,13133950301,163500
1640,13133950302,89472
1641,13133950304,66089
1642,13133950305,33598
1643,13133950400,28409
1644,13133950500,67083
1645,13135050105,58261
1646,13135050110,96708
1647,13135050111,46019
1648,13135050112,64414
1649,13135050113,64464
1650,13135050114,133533
1651,13135050115,-
1652,13135050116,143700
1653,13135050117,103421
1654,13135050118,59402
1655,13135050119,90268
1656,13135050120,111534
1657,13135050121,92044
1658,13135050205,76188
1659,13135050215,54734
1660,13135050218,67387
1661,13135050219,85300
1662,13135050221,67891
1663,13135050222,61467
1664,13135050223,66755
1665,13135050224,117125
1666,13135050225,66391
1667,13135050226,86684
1668,13135050227,112955
1669,13135050228,62537
1670,13135050229,39899
1671,13135050230,47764
1672,13135050231,74105
1673,13135050232,100125
1674,13135050233,91375
1675,13135050234,126637
1676,13135050235,103330
1677,13135050236,48668
1678,13135050237,93290
1679,13135050238,84722
1680,13135050239,148375
1681,13135050240,158104
1682,13135050241,111737
1683,13135050242,109909
1684,13135050243,179115
1685,13135050244,213730
1686,13135050306,54688
1687,13135050308,189306
1688,13135050311,110799
1689,13135050315,55638
1690,13135050317,44885
1691,13135050318,47917
1692,13135050321,156438
1693,13135050322,168676
1694,13135050323,141032
1695,13135050324,66148
1696,13135050325,78707
1697,13135050326,31560
1698,13135050327,63750
1699,13135050328,45783
1700,13135050329,40721
1701,13135050330,57232
1702,13135050331,51357
1703,13135050332,50598
1704,13135050333,45703
1705,13135050334,55250
1706,13135050335,77778
1707,13135050336,84654
1708,13135050415,76373
1709,13135050416,70568
1710,13135050425,94911
1711,13135050427,95175
1712,13135050430,69861
1713,13135050433,56528
1714,13135050435,53875
1715,13135050437,55985
1716,13135050438,55797
1717,13135050439,44545
1718,13135050440,37223
1719,13135050441,48462
1720,13135050442,67917
1721,13135050443,74088
1722,13135050444,67706
1723,13135050445,32806
1724,13135050446,46619
1725,13135050447,37044
1726,13135050448,51696
1727,13135050449,47648
1728,13135050450,67222
1729,13135050451,38842
1730,13135050452,37941
1731,13135050453,43571
1732,13135050454,63180
1733,13135050455,45571
1734,13135050456,35733
1735,13135050457,117877
1736,13135050458,89172
1737,13135050459,63539
1738,13135050460,49167
1739,13135050461,53942
1740,13135050462,123315
1741,13135050463,44722
1742,13135050464,59753
1743,13135050465,75019
1744,13135050466,100153
1745,13135050520,51863
1746,13135050521,68864
1747,13135050522,38313
1748,13135050526,46574
1749,13135050528,108536
1750,13135050529,75102
1751,13135050530,109963
1752,13135050536,59600
1753,13135050537,46875
1754,13135050539,53980
1755,13135050541,53476
1756,13135050542,41607
1757,13135050549,84835
1758,13135050550,67500
1759,13135050551,84901
1760,13135050552,105484
1761,13135050553,93381
1762,13135050554,52813
1763,13135050555,71761
1764,13135050556,95130
1765,13135050557,75015
1766,13135050558,87266
1767,13135050559,67500
1768,13135050560,113258
1769,13135050561,43681
1770,13135050562,52000
1771,13135050563,98864
1772,13135050564,33901
1773,13135050565,94491
1774,13135050566,77377
1775,13135050567,56083
1776,13135050568,76372
1777,13135050569,56801
1778,13135050570,92865
1779,13135050571,50094
1780,13135050572,82806
1781,13135050573,113906
1782,13135050574,53257
1783,13135050575,84934
1784,13135050576,67924
1785,13135050577,54387
1786,13135050578,85813
1787,13135050579,90000
1788,13135050580,88408
1789,13135050581,71597
1790,13135050582,94286
1791,13135050583,71061
1792,13135050584,120204
1793,13135050585,98721
1794,13135050586,78659
1795,13135050587,82654
1796,13135050588,96452
1797,13135050589,61813
1798,13135050590,121838
1799,13135050591,139665
1800,13135050611,93162
1801,13135050612,95066
1802,13135050613,108750
1803,13135050614,79871
1804,13135050615,100694
1805,13135050616,125990
1806,13135050617,132612
1807,13135050618,127813
1808,13135050619,135670
1809,13135050620,112500
1810,13135050621,118015
1811,13135050622,87627
1812,13135050623,108073
1813,13135050624,111639
1814,13135050625,91594
1815,13135050626,89790
1816,13135050627,93137
1817,13135050628,101830
1818,13135050629,131026
1819,13135050630,121424
1820,13135050631,100382
1821,13135050632,128078
1822,13135050633,53413
1823,13135050634,-
1824,13135050635,103405
1825,13135050636,97835
1826,13135050715,74631
1827,13135050719,57123
1828,13135050722,75048
1829,13135050725,75455
1830,13135050729,73017
1831,13135050732,58875
1832,13135050733,62188
1833,13135050734,80706
1834,13135050735,63929
1835,13135050736,77447
1836,13135050737,98922
1837,13135050738,103973
1838,13135050739,102930
1839,13135050740,82808
1840,13135050741,114441
1841,13135050742,105423
1842,13135050743,74195
1843,13135050744,85250
1844,13135050745,94246
1845,13135050746,103698
1846,13135050747,98350
1847,13135050748,-
1848,13135050749,84506
1849,13135050750,101815
1850,13135050751,47289
1851,13135050752,112256
1852,13135050753,64375
1853,13135050754,86613
1854,13135050755,90804
1855,13135050756,135274
1856,13135050757,120319
1857,13135050758,59357
1858,13135050759,108307
1859,13135050760,154174
1860,13135050761,113317
1861,13135050762,115318
1862,13135050763,89965
1863,13135050764,87417
1864,13135050765,116726
1865,13137000100,71563
1866,13137000201,45461
1867,13137000203,59365
1868,13137000204,77031
1869,13137000300,62500
1870,13137000400,72697
1871,13137000501,59618
1872,13137000502,52350
1873,13137000601,52367
1874,13137000603,50000
1875,13137000604,39722
1876,13139000101,55363
1877,13139000102,68580
1878,13139000203,71691
1879,13139000204,77452
1880,13139000205,77330
1881,13139000206,63148
1882,13139000303,90051
1883,13139000304,79968
1884,13139000305,65257
1885,13139000306,65268
1886,13139000307,86838
1887,13139000401,57083
1888,13139000402,96092
1889,13139000501,66211
1890,13139000502,71696
1891,13139000601,45809
1892,13139000602,72566
1893,13139000702,60179
1894,13139000703,36605
1895,13139000704,60536
1896,13139000800,24250
1897,13139000901,73077
1898,13139000902,62576
1899,13139001004,60739
1900,13139001005,61814
1901,13139001006,49433
1902,13139001007,40612
1903,13139001008,33829
1904,13139001101,55272
1905,13139001102,61667
1906,13139001202,54839
1907,13139001203,35987
1908,13139001204,56594
1909,13139001302,86550
1910,13139001303,65156
1911,13139001304,72544
1912,13139001402,82948
1913,13139001404,59129
1914,13139001405,57208
1915,13139001406,74583
1916,13139001501,78568
1917,13139001502,83707
1918,13139001603,75278
1919,13139001605,106563
1920,13139001606,65778
1921,13139001607,80082
1922,13139001609,124292
1923,13139001610,90875
1924,13139001611,128720
1925,13139001612,92363
1926,13141480300,47744
1927,13141480400,30370
1928,13143010100,73250
1929,13143010201,45139
1930,13143010202,48182
1931,13143010301,71618
1932,13143010303,29468
1933,13143010304,67146
1934,13143010401,52670
1935,13143010402,53107
1936,13145120198,67250
1937,13145120200,70682
1938,13145120301,92500
1939,13145120302,87399
1940,13145120401,88936
1941,13145120403,92286
1942,13145120404,75536
1943,13147960101,65955
1944,13147960102,64523
1945,13147960103,49097
1946,13147960200,65541
1947,13147960300,51450
1948,13147960401,40661
1949,13147960402,53214
1950,13147960501,43906
1951,13147960502,55192
1952,13147960503,42949
1953,13149970100,44079
1954,13149970200,65116
1955,13149970300,59375
1956,13151070109,66071
1957,13151070113,49048
1958,13151070114,50635
1959,13151070115,68940
1960,13151070116,87679
1961,13151070117,53434
1962,13151070118,81767
1963,13151070119,53121
1964,13151070120,72847
1965,13151070121,82885
1966,13151070122,72649
1967,13151070123,51593
1968,13151070124,89411
1969,13151070125,61477
1970,13151070126,59160
1971,13151070127,61742
1972,13151070128,63930
1973,13151070204,92767
1974,13151070206,68886
1975,13151070207,145635
1976,13151070208,109423
1977,13151070209,99094
1978,13151070210,133463
1979,13151070211,82224
1980,13151070212,53472
1981,13151070213,98885
1982,13151070214,104194
1983,13151070215,128922
1984,13151070216,133317
1985,13151070307,86506
1986,13151070310,89881
1987,13151070312,60789
1988,13151070313,107640
1989,13151070314,86359
1990,13151070315,111919
1991,13151070316,91574
1992,13151070317,68674
1993,13151070318,70513
1994,13151070319,77064
1995,13151070320,73857
1996,13151070321,75982
1997,13151070322,64639
1998,13151070323,34803
1999,13151070324,30819
2000,13151070325,62941
2001,13151070405,65172
2002,13151070406,54725
2003,13151070407,91312
2004,13151070408,58497
2005,13151070409,87192
2006,13151070410,78452
2007,13151070411,73170
2008,13151070412,73813
2009,13151070503,56515
2010,13151070504,63773
2011,13151070505,71601
2012,13151070506,80094
2013,13151070507,72933
2014,13151070508,101116
2015,13153020106,65938
2016,13153020108,52578
2017,13153020110,43125
2018,13153020111,57446
2019,13153020112,67064
2020,13153020113,77594
2021,13153020200,43537
2022,13153020301,32667
2023,13153020302,25409
2024,13153020400,16497
2025,13153020600,76717
2026,13153020700,32686
2027,13153020800,66217
2028,13153020900,66297
2029,13153021001,47885
2030,13153021002,68071
2031,13153021108,92025
2032,13153021114,130711
2033,13153021115,100905
2034,13153021116,47083
2035,13153021117,91493
2036,13153021118,58995
2037,13153021119,79453
2038,13153021120,88066
2039,13153021121,92115
2040,13153021122,96005
2041,13153021123,102138
2042,13153021124,126345
2043,13153021125,98611
2044,13153021203,83603
2045,13153021204,106076
2046,13153021205,73750
2047,13153021206,41250
2048,13153021300,42768
2049,13153021401,45615
2050,13153021402,76850
2051,13153021501,60119
2052,13153021502,91429
2053,13155950100,38276
2054,13155950201,46211
2055,13155950202,48617
2056,13157010104,67222
2057,13157010105,85179
2058,13157010106,73875
2059,13157010107,126875
2060,13157010108,57309
2061,13157010109,119279
2062,13157010200,57564
2063,13157010300,62928
2064,13157010400,57700
2065,13157010500,53981
2066,13157010601,71899
2067,13157010602,72925
2068,13157010701,54032
2069,13157010703,75903
2070,13157010704,95930
2071,13157010705,87049
2072,13157010706,79571
2073,13159010100,58000
2074,13159010200,68609
2075,13159010501,46667
2076,13159010502,38807
2077,13159010503,67647
2078,13161960101,31458
2079,13161960102,53173
2080,13161960201,35109
2081,13161960202,42410
2082,13161960300,38081
2083,13163960100,43859
2084,13163960200,56000
2085,13163960300,42083
2086,13163960400,34603
2087,13165960100,28945
2088,13165960200,29564
2089,13167960100,53158
2090,13167960201,47143
2091,13167960202,28917
2092,13167960300,52000
2093,13169030101,66369
2094,13169030103,99470
2095,13169030105,72841
2096,13169030106,43721
2097,13169030200,50875
2098,13169030303,58173
2099,13169030304,57885
2100,13169030305,57545
2101,13169030306,78580
2102,13171970100,67108
2103,13171970201,55813
2104,13171970202,65718
2105,13171970300,36293
2106,13173950100,27007
2107,13173950201,27230
2108,13173950202,39538
2109,13175950100,32213
2110,13175950201,56549
2111,13175950202,60687
2112,13175950300,50575
2113,13175950400,24329
2114,13175950500,31447
2115,13175950600,59688
2116,13175950700,48529
2117,13175950800,33794
2118,13175950900,16611
2119,13175951001,44468
2120,13175951002,35847
2121,13175951100,41741
2122,13175951400,46397
2123,13177020101,57039
2124,13177020102,61127
2125,13177020200,66417
2126,13177020301,73510
2127,13177020302,57000
2128,13177020403,94052
2129,13177020404,79167
2130,13177020405,76447
2131,13179010101,44455
2132,13179010102,58478
2133,13179010103,53250
2134,13179010202,44679
2135,13179010204,53369
2136,13179010205,63673
2137,13179010206,55293
2138,13179010207,49074
2139,13179010208,54145
2140,13179010301,41711
2141,13179010302,44594
2142,13179010401,47894
2143,13179010402,48534
2144,13179010501,60787
2145,13179010503,70769
2146,13179010504,64833
2147,13179010600,37826
2148,13179990000,-
2149,13181970100,36275
2150,13181970200,47945
2151,13183970101,64415
2152,13183970102,54986
2153,13183970201,32778
2154,13183970202,51341
2155,13183980000,-
2156,13185010101,57085
2157,13185010102,60483
2158,13185010103,78750
2159,13185010201,81250
2160,13185010203,59480
2161,13185010204,107435
2162,13185010301,51837
2163,13185010302,77467
2164,13185010401,52868
2165,13185010403,50898
2166,13185010404,36092
2167,13185010500,25925
2168,13185010601,32536
2169,13185010604,62163
2170,13185010700,56463
2171,13185010801,26189
2172,13185010802,18010
2173,13185010900,20804
2174,13185011000,24219
2175,13185011100,26890
2176,13185011200,53682
2177,13185011301,19252
2178,13185011302,24634
2179,13185011401,71792
2180,13185011402,24250
2181,13185011404,39489
2182,13185011405,52904
2183,13185011500,54536
2184,13185011600,60000
2185,13187960103,59878
2186,13187960104,77688
2187,13187960105,54224
2188,13187960106,79526
2189,13187960203,59459
2190,13187960204,31929
2191,13187960205,63420
2192,13187960206,80482
2193,13189950100,66308
2194,13189950200,38416
2195,13189950300,53577
2196,13189950401,59595
2197,13189950402,34558
2198,13189950500,52389
2199,13191110101,40139
2200,13191110102,44397
2201,13191110103,83821
2202,13191110201,41556
2203,13191110202,48379
2204,13191110300,50212
2205,13191980000,-
2206,13191990000,-
2207,13193000100,18750
2208,13193000200,27917
2209,13193000300,26283
2210,13193000400,47173
2211,13195020100,37619
2212,13195020200,53714
2213,13195020300,52721
2214,13195020400,70024
2215,13195020501,60714
2216,13195020502,56648
2217,13195020600,52475
2218,13197920100,59073
2219,13197920200,38527
2220,13199970501,26627
2221,13199970502,45465
2222,13199970600,39146
2223,13199970701,39744
2224,13199970702,62119
2225,13199970801,51319
2226,13199970802,40395
2227,13201950100,33917
2228,13201950200,44659
2229,13201950300,60242
2230,13205090100,58910
2231,13205090200,31723
2232,13205090300,37813
2233,13205090401,53558
2234,13205090402,34214
2235,13205090501,34646
2236,13205090502,64728
2237,13207050101,63785
2238,13207050102,36212
2239,13207050200,57876
2240,13207050301,88929
2241,13207050302,108203
2242,13209950100,67500
2243,13209950200,38441
2244,13209950300,55000
2245,13211010100,83828
2246,13211010200,66975
2247,13211010301,55792
2248,13211010302,87798
2249,13211010400,75434
2250,13211010500,72404
2251,13213010100,51182
2252,13213010201,48214
2253,13213010203,63676
2254,13213010204,61296
2255,13213010300,49022
2256,13213010401,46422
2257,13213010402,55122
2258,13213010500,57056
2259,13213010600,50448
2260,13213010700,43565
2261,13215000200,41607
2262,13215000300,17727
2263,13215000400,51507
2264,13215000800,43645
2265,13215000900,48429
2266,13215001000,63700
2267,13215001100,92375
2268,13215001200,38721
2269,13215001400,17500
2270,13215001600,15811
2271,13215001800,22955
2272,13215002000,27993
2273,13215002100,36379
2274,13215002200,27500
2275,13215002300,31181
2276,13215002400,19023
2277,13215002500,16823
2278,13215002700,33912
2279,13215002800,28429
2280,13215002901,34085
2281,13215002902,25288
2282,13215003000,20769
2283,13215003200,25357
2284,13215003301,23780
2285,13215003302,24350
2286,13215003400,21578
2287,13215010106,54261
2288,13215010108,63248
2289,13215010109,62273
2290,13215010110,108184
2291,13215010111,95417
2292,13215010204,61383
2293,13215010205,68505
2294,13215010206,75309
2295,13215010207,122593
2296,13215010208,84943
2297,13215010209,81483
2298,13215010301,117125
2299,13215010303,105625
2300,13215010304,67351
2301,13215010401,62260
2302,13215010402,51016
2303,13215010501,52905
2304,13215010502,41127
2305,13215010602,49261
2306,13215010605,45988
2307,13215010606,-
2308,13215010607,39491
2309,13215010608,38946
2310,13215010701,50347
2311,13215010702,47829
2312,13215010704,32676
2313,13215010705,61897
2314,13215010801,60458
2315,13215010802,64753
2316,13215011100,44792
2317,13215011200,39146
2318,13215011400,33707
2319,13215011500,28147
2320,13217100101,64205
2321,13217100102,92284
2322,13217100202,88981
2323,13217100203,74808
2324,13217100204,80313
2325,13217100301,65000
2326,13217100302,81481
2327,13217100400,43299
2328,13217100503,70847
2329,13217100504,43147
2330,13217100505,80562
2331,13217100506,56181
2332,13217100507,64783
2333,13217100600,50094
2334,13217100701,30521
2335,13217100702,53259
2336,13217100801,58260
2337,13217100802,64426
2338,13217100902,63363
2339,13217100903,58548
2340,13217100904,70658
2341,13217100905,70283
2342,13219030101,83421
2343,13219030102,126250
2344,13219030103,99167
2345,13219030104,125528
2346,13219030201,137206
2347,13219030202,71688
2348,13219030300,107734
2349,13219030401,105694
2350,13219030402,77596
2351,13219030500,106833
2352,13219030600,114963
2353,13221960100,48920
2354,13221960203,46736
2355,13221960204,66708
2356,13221960205,68750
2357,13221960206,58958
2358,13221960300,62500
2359,13223120104,76678
2360,13223120105,125651
2361,13223120106,83203
2362,13223120107,85508
2363,13223120108,107588
2364,13223120109,110050
2365,13223120110,126266
2366,13223120111,107500
2367,13223120203,86625
2368,13223120205,112545
2369,13223120206,56642
2370,13223120207,91892
2371,13223120208,67083
2372,13223120301,59630
2373,13223120303,59556
2374,13223120304,54242
2375,13223120305,50725
2376,13223120306,66004
2377,13223120307,51378
2378,13223120401,53571
2379,13223120402,74405
2380,13223120403,56667
2381,13223120503,92755
2382,13223120504,64297
2383,13223120505,76517
2384,13223120506,79451
2385,13223120507,70523
2386,13223120601,69615
2387,13223120603,81066
2388,13223120604,84130
2389,13223120605,85221
2390,13223120606,104970
2391,13223120607,84727
2392,13225040101,99545
2393,13225040103,57271
2394,13225040104,38639
2395,13225040105,54801
2396,13225040200,44629
2397,13225040301,70543
2398,13225040302,25491
2399,13225040400,34674
2400,13227050101,119320
2401,13227050102,81085
2402,13227050201,67898
2403,13227050202,57750
2404,13227050300,62557
2405,13227050400,64874
2406,13227050500,70313
2407,13227050601,91731
2408,13227050602,43929
2409,13229960100,52917
2410,13229960200,62900
2411,13229960301,39681
2412,13229960302,52065
2413,13229960401,41944
2414,13229960402,45700
2415,13231010101,80302
2416,13231010102,71250
2417,13231010200,70341
2418,13231010300,72548
2419,13231010400,88750
2420,13233010100,55833
2421,13233010201,60065
2422,13233010202,66544
2423,13233010300,44398
2424,13233010400,43690
2425,13233010500,43156
2426,13233010600,48974
2427,13233010700,45746
2428,13235950100,42917
2429,13235950201,32181
2430,13235950202,84375
2431,13235950300,54167
2432,13237960101,52573
2433,13237960103,76787
2434,13237960104,70302
2435,13237960201,53920
2436,13237960203,42356
2437,13237960204,38003
2438,13237960301,58404
2439,13237960302,69042
2440,13239960300,31594
2441,13241970101,54550
2442,13241970102,53542
2443,13241970103,34135
2444,13241970201,48295
2445,13241970202,48828
2446,13241970302,55673
2447,13241970303,47635
2448,13241970304,64643
2449,13243790100,33235
2450,13243790200,28203
2451,13245000100,63309
2452,13245000200,19500
2453,13245000300,23897
2454,13245000600,-
2455,13245000700,26650
2456,13245001000,42750
2457,13245001100,95808
2458,13245001200,31250
2459,13245001300,45988
2460,13245001400,23258
2461,13245001602,77222
2462,13245001603,35755
2463,13245001604,-
2464,13245010101,64115
2465,13245010104,64667
2466,13245010105,56417
2467,13245010107,47269
2468,13245010108,44341
2469,13245010109,56879
2470,13245010201,113828
2471,13245010203,42161
2472,13245010205,57478
2473,13245010206,65217
2474,13245010207,85374
2475,13245010208,80088
2476,13245010300,25411
2477,13245010400,15889
2478,13245010506,25922
2479,13245010507,31989
2480,13245010508,28611
2481,13245010509,47820
2482,13245010510,35100
2483,13245010511,25095
2484,13245010512,37000
2485,13245010513,46288
2486,13245010514,33284
2487,13245010515,32227
2488,13245010601,29912
2489,13245010602,18969
2490,13245010706,52685
2491,13245010707,56799
2492,13245010708,45000
2493,13245010709,68114
2494,13245010710,45576
2495,13245010711,55431
2496,13245010713,62449
2497,13245010714,65303
2498,13245010801,57976
2499,13245010802,45765
2500,13245010903,65950
2501,13245010904,47108
2502,13245010905,43250
2503,13245010907,73517
2504,13245010908,55961
2505,13245011000,16811
2506,13245011100,21667
2507,13247060101,66635
2508,13247060103,85533
2509,13247060104,61888
2510,13247060201,43510
2511,13247060203,70708
2512,13247060204,77000
2513,13247060305,53810
2514,13247060306,81250
2515,13247060310,36273
2516,13247060311,66777
2517,13247060312,100291
2518,13247060313,78192
2519,13247060314,56875
2520,13247060315,49774
2521,13247060316,42264
2522,13247060317,60946
2523,13247060318,45911
2524,13247060403,65375
2525,13247060406,83672
2526,13247060407,67258
2527,13247060408,100926
2528,13247060409,88289
2529,13247060410,71738
2530,13247060411,103750
2531,13249960100,48611
2532,13249960200,52750
2533,13251970200,48580
2534,13251970300,39375
2535,13251970401,33276
2536,13251970402,36742
2537,13251970500,59375
2538,13251970600,57656
2539,13253200100,41652
2540,13253200200,33445
2541,13253200300,57625
2542,13255160101,50225
2543,13255160102,58021
2544,13255160201,70066
2545,13255160202,79049
2546,13255160300,27188
2547,13255160401,41750
2548,13255160402,22768
2549,13255160500,56819
2550,13255160600,55162
2551,13255160701,45842
2552,13255160702,75489
2553,13255160800,26262
2554,13255160900,33421
2555,13255161000,61555
2556,13255161100,75603
2557,13255161201,51812
2558,13255161202,64574
2559,13257970101,32117
2560,13257970102,65151
2561,13257970201,58472
2562,13257970202,42470
2563,13257970301,41111
2564,13257970302,52888
2565,13257970401,77984
2566,13257970402,49397
2567,13259950100,45809
2568,13259950400,32000
2569,13261950100,85094
2570,13261950200,37822
2571,13261950300,32109
2572,13261950400,33265
2573,13261950500,61111
2574,13261950600,32396
2575,13261950700,31368
2576,13261950800,37466
2577,13263960100,39063
2578,13263960200,43836
2579,13263960300,38589
2580,13265010200,39670
2581,13267950100,47096
2582,13267950202,43090
2583,13267950203,36311
2584,13267950204,56081
2585,13267950300,61487
2586,13267950401,53287
2587,13267950402,52705
2588,13269950100,41250
2589,13269950200,38509
2590,13269950301,23147
2591,13269950302,44097
2592,13271950101,45253
2593,13271950102,62991
2594,13271950103,80476
2595,13271950200,45417
2596,13271950500,33922
2597,13273120200,40625
2598,13273120300,28810
2599,13273120400,47083
2600,13273120500,61094
2601,13275960100,34844
2602,13275960200,68726
2603,13275960300,63977
2604,13275960400,61786
2605,13275960501,39344
2606,13275960502,62887
2607,13275960601,61563
2608,13275960602,41196
2609,13275960701,35208
2610,13275960702,41406
2611,13275960800,50787
2612,13275960900,65729
2613,13275961000,64701
2614,13275961100,44420
2615,13277960100,64563
2616,13277960200,54821
2617,13277960301,58583
2618,13277960302,39676
2619,13277960401,58238
2620,13277960402,34483
2621,13277960500,48882
2622,13277960601,40909
2623,13277960602,25488
2624,13277960700,37500
2625,13277960800,48393
2626,13277960900,43687
2627,13279970101,28607
2628,13279970102,26503
2629,13279970201,57167
