sys_sch,System ID,System Name,School ID,School Name,2019 CCRPI Single Score,2019 BTO Designation
660298,660,Fulton County,298,Sweet Apple Elementary School,90.5,Within Expected Range
660591,660,Fulton County,591,Taylor Road Middle School,89.7,Within Expected Range
660691,660,Fulton County,691,Tri-Cities High School,62.6,Within Expected Range
6601316,660,Fulton County,1316,Vickery Mill Elementary,69.3,Within Expected Range
660497,660,Fulton County,497,Webb Bridge Middle School,97.9,Beating the Odds
6605069,660,Fulton County,5069,Westlake High School,84.5,Beating the Odds
660405,660,Fulton County,405,Wilson Creek Elementary School,94.9,Within Expected Range
6601317,660,Fulton County,1317,Wolf Creek Elementary,79.5,Within Expected Range
660702,660,Fulton County,702,Woodland Elementary School,86.3,Beating the Odds
660289,660,Fulton County,289,Woodland Middle School,74.6,Beating the Odds
776193,776,Gainesville City,193,Centennial Arts Academy,74.4,Within Expected Range
7762050,776,Gainesville City,2050,Enota Multiple Intelligences Academy,74.2,Within Expected Range
7762550,776,Gainesville City,2550,Fair Street International Baccalaureate World School,49.3,Below Expected Range
776204,776,Gainesville City,204,Gainesville Exploration Academy,76.2,Within Expected Range
7763050,776,Gainesville City,3050,Gainesville High School,73.3,Within Expected Range
776110,776,Gainesville City,110,Gainesville Middle School,61.7,Below Expected Range
776211,776,Gainesville City,211,Mundy Mill Academy,75.8,Below Expected Range
776104,776,Gainesville City,104,New Holland Core Knowledge Academy,60.4,Below Expected Range
661107,661,Gilmer County,107,Clear Creek Middle School,76.7,Within Expected Range
661212,661,Gilmer County,212,Ellijay Elementary School,86,Beating the Odds
661113,661,Gilmer County,113,Ellijay Primary School,78.7,Within Expected Range
661196,661,Gilmer County,196,Gilmer High School,73,Within Expected Range
661112,661,Gilmer County,112,Gilmer Middle school,81.8,Beating the Odds
661103,661,Gilmer County,103,Mountain View Elementary,76.1,Within Expected Range
662196,662,Glascock County,196,Glascock County Consolidated School,73.7,Within Expected Range
662197,662,Glascock County,197,Glascock County Elementary School,77.4,Within Expected Range
6631052,663,Glynn County,1052,Altama Elementary School,73.8,Beating the Odds
6633552,663,Glynn County,3552,Brunswick High School,83,Beating the Odds
6634052,663,Glynn County,4052,Burroughs-Molette Elementary School,68.8,Beating the Odds
663178,663,Glynn County,178,Glyndale Elementary School,71.3,Within Expected Range
6634752,663,Glynn County,4752,Glynn Academy,86.8,Beating the Odds
663112,663,Glynn County,112,Glynn Middle,83.1,Beating the Odds
663190,663,Glynn County,190,Golden Isles Elementary School,84.4,Beating the Odds
6635052,663,Glynn County,5052,Goodyear Elementary School,71.9,Beating the Odds
663298,663,Glynn County,298,Greer Elementary School,93.1,Beating the Odds
663114,663,Glynn County,114,Jane Macon Middle,79,Beating the Odds
663199,663,Glynn County,199,Needwood Middle School,71.7,Below Expected Range
663195,663,Glynn County,195,Oglethorpe Point Elementary School,97.3,Beating the Odds
663116,663,Glynn County,116,Risley Middle School,77.8,Within Expected Range
663198,663,Glynn County,198,Satilla Marsh Elementary School,88.6,Beating the Odds
6631056,663,Glynn County,1056,St. Simons Elementary School,92.9,Beating the Odds
663106,663,Glynn County,106,Sterling Elementary School,84.9,Beating the Odds
664292,664,Gordon County,292,Ashworth Middle School,70.9,Within Expected Range
6641050,664,Gordon County,1050,Belwood Elementary School,82.8,Within Expected Range
6642050,664,Gordon County,2050,Fairmount Elementary School,58.9,Below Expected Range
664286,664,Gordon County,286,Gordon Central High School,74.1,Within Expected Range
664190,664,Gordon County,190,Red Bud Elementary School,80.7,Within Expected Range
664115,664,Gordon County,115,Red Bud Middle School,67,Below Expected Range
664110,664,Gordon County,110,Sonoraville Elementary,84.1,Beating the Odds
664106,664,Gordon County,106,Sonoraville High School,81.1,Beating the Odds
664274,664,Gordon County,274,Swain Elementary School,81.1,Beating the Odds
664176,664,Gordon County,176,Tolbert Elementary School,67.6,Within Expected Range
6651050,665,Grady County,1050,Cairo High School,61.8,Below Expected Range
665185,665,Grady County,185,Eastside Elementary School,58.6,Below Expected Range
6651550,665,Grady County,1550,Northside Elementary School,72.8,Within Expected Range
6653050,665,Grady County,3050,Shiver Elementary School,68.2,Below Expected Range
6652050,665,Grady County,2050,Southside Elementary School,67.7,Within Expected Range
665174,665,Grady County,174,Washington Middle School,50.4,Below Expected Range
6651054,665,Grady County,1054,Whigham Elementary School,76.1,Within Expected Range
666101,666,Greene County,101,Anita White Carson Middle School,60.1,Below Expected Range
666401,666,Greene County,401,Greene County High School,58.9,Below Expected Range
666301,666,Greene County,301,Greensboro Elementary,56.8,Below Expected Range
666109,666,Greene County,109,LAKE OCONEE CHARTER,80.7,Within Expected Range
666201,666,Greene County,201,Union Point Elementary,68.6,Within Expected Range
7261050,726,Griffin-Spalding County,1050,Anne Street Elementary School,52.8,Below Expected Range
7261550,726,Griffin-Spalding County,1550,Atkinson Elementary School,59.8,Within Expected Range
726208,726,Griffin-Spalding County,208,AZ Kelsey Academy,35.7,Below Expected Range
7261750,726,Griffin-Spalding County,1750,Beaverbrook Elementary School,58.7,Below Expected Range
726106,726,Griffin-Spalding County,106,Carver Road Middle School,77.7,Beating the Odds
726192,726,Griffin-Spalding County,192,Cowan Road Elementary School,59.4,Below Expected Range
726201,726,Griffin-Spalding County,201,Cowan Road Middle School,67.8,Within Expected Range
7262050,726,Griffin-Spalding County,2050,Crescent Road Elementary School,80.9,Within Expected Range
726199,726,Griffin-Spalding County,199,Futral Road Elementary School,79.4,Beating the Odds
726187,726,Griffin-Spalding County,187,Griffin High School,66.2,Below Expected Range
7261052,726,Griffin-Spalding County,1052,Jackson Road Elementary School,76.5,Within Expected Range
726195,726,Griffin-Spalding County,195,Jordan Hill Road Elementary School,71.4,Within Expected Range
726107,726,Griffin-Spalding County,107,Kennedy Road Middle School,71.2,Within Expected Range
7262552,726,Griffin-Spalding County,2552,Moore Elementary School,49.6,Below Expected Range
726103,726,Griffin-Spalding County,103,Moreland Road Elementary,76.1,Within Expected Range
7264052,726,Griffin-Spalding County,4052,Orrs Elementary School,60.9,Below Expected Range
726110,726,Griffin-Spalding County,110,Rehoboth Road Middle School,61.1,Below Expected Range
726101,726,Griffin-Spalding County,101,Spalding High School,73.2,Below Expected Range
6671005,667,Gwinnett County,1005,Alcova Elementary School,82,Within Expected Range
6671105,667,Gwinnett County,1105,Alford Elementary,82.9,Beating the Odds
6671016,667,Gwinnett County,1016,Anderson-Livsey Elementary School,65.8,Below Expected Range
667282,667,Gwinnett County,282,Annistown Elementary School,69.9,Below Expected Range
667382,667,Gwinnett County,382,Arcado Elementary School,91,Beating the Odds
6671710,667,Gwinnett County,1710,Archer High School,79.3,Below Expected Range
6671811,667,Gwinnett County,1811,Baggett Elementary School,79.2,Beating the Odds
6671816,667,Gwinnett County,1816,Baldwin Elementary,75.2,Beating the Odds
6671010,667,Gwinnett County,1010,Bay Creek Middle School,81,Within Expected Range
667280,667,Gwinnett County,280,Beaver Ridge Elementary School,80.3,Beating the Odds
667109,667,Gwinnett County,109,Benefield Elementary School,78.7,Within Expected Range
667184,667,Gwinnett County,184,Berkeley Lake Elementary School,88.8,Beating the Odds
6671050,667,Gwinnett County,1050,Berkmar High School,67.3,Below Expected Range
667304,667,Gwinnett County,304,Berkmar Middle School,74.4,Beating the Odds
6672050,667,Gwinnett County,2050,Bethesda Elementary School,78.9,Within Expected Range
6673050,667,Gwinnett County,3050,Britt Elementary School,81,Beating the Odds
667286,667,Gwinnett County,286,Brookwood Elementary School,95.5,Beating the Odds
667182,667,Gwinnett County,182,Brookwood High School,90,Beating the Odds
6671017,667,Gwinnett County,1017,Burnette Elementary School,86.8,Within Expected Range
6673550,667,Gwinnett County,3550,Camp Creek Elementary School,93.9,Within Expected Range
667389,667,Gwinnett County,389,Cedar Hill Elementary School,72.5,Below Expected Range
667173,667,Gwinnett County,173,Centerville Elementary School,76.1,Within Expected Range
6673750,667,Gwinnett County,3750,Central Gwinnett High School,69.3,Within Expected Range
667190,667,Gwinnett County,190,Chattahoochee Elementary School,85.3,Within Expected Range
6671605,667,Gwinnett County,1605,Chesney Elementary School,74.9,Within Expected Range
6671815,667,Gwinnett County,1815,Coleman Middle School,90.1,Beating the Odds
667195,667,Gwinnett County,195,Collins Hill High School,79.1,Within Expected Range
667605,667,Gwinnett County,605,Cooper Elementary School,85.5,Within Expected Range
667205,667,Gwinnett County,205,Corley Elementary School,84.9,Beating the Odds
6671210,667,Gwinnett County,1210,Couch Middle School,87.6,Beating the Odds
667194,667,Gwinnett County,194,Craig Elementary School,93,Beating the Odds
667197,667,Gwinnett County,197,Creekland Middle School,79.5,Within Expected Range
667198,667,Gwinnett County,198,Crews Middle School,90.9,Within Expected Range
667191,667,Gwinnett County,191,Dacula Elementary School,80.2,Below Expected Range
6674052,667,Gwinnett County,4052,Dacula High School,79.4,Within Expected Range
667380,667,Gwinnett County,380,Dacula Middle School,83,Beating the Odds
6671814,667,Gwinnett County,1814,Discovery High School,71.3,Below Expected Range
6675550,667,Gwinnett County,5550,Duluth High School,77.9,Within Expected Range
667905,667,Gwinnett County,905,Duluth Middle School,70.7,Below Expected Range
6671205,667,Gwinnett County,1205,Duncan Creek Elementary,86.4,Below Expected Range
6671052,667,Gwinnett County,1052,Dyer Elementary School,91.9,Beating the Odds
6671013,667,Gwinnett County,1013,Ferguson Elementary School,78.3,Beating the Odds
667279,667,Gwinnett County,279,Five Forks Middle School,89.4,Within Expected Range
667295,667,Gwinnett County,295,Fort Daniel Elementary School,97,Beating the Odds
667200,667,Gwinnett County,200,Freeman's Mill Elementary School,87.5,Within Expected Range
6671012,667,Gwinnett County,1012,Grace Snell Middle School,79.5,Beating the Odds
6671812,667,Gwinnett County,1812,Graves Elementary School,74.6,Within Expected Range
6672052,667,Gwinnett County,2052,Grayson Elementary School,87,Within Expected Range
667101,667,Gwinnett County,101,Grayson High School,87.7,Beating the Odds
667376,667,Gwinnett County,376,Gwin Oaks Elementary School,88.7,Within Expected Range
667388,667,Gwinnett County,388,Gwinnett InterVention Education (GIVE) Center East,36.4,Below Expected Range
6671114,667,Gwinnett County,1114,Gwinnett Intervention Education Center (GIVE) West,44.6,Beating the Odds
6671214,667,Gwinnett County,1214,Gwinnett Online Campus,77.5,Within Expected Range
6671019,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",94.5,Within Expected Range
667196,667,Gwinnett County,196,Harbins Elementary School,71.5,Below Expected Range
6672054,667,Gwinnett County,2054,Harmony Elementary School,78.6,Below Expected Range
6673054,667,Gwinnett County,3054,Harris Elementary School,88.9,Beating the Odds
667180,667,Gwinnett County,180,Head Elementary School,88.6,Within Expected Range
667285,667,Gwinnett County,285,Hopkins Elementary School,75.2,Within Expected Range
667297,667,Gwinnett County,297,Hull Middle School,93.5,Beating the Odds
6671817,667,Gwinnett County,1817,International Transition Center,43.5,Within Expected Range
667305,667,Gwinnett County,305,Ivy Creek Elementary School,96.8,Beating the Odds
667395,667,Gwinnett County,395,Jackson Elementary School,76.3,Below Expected Range
6671015,667,Gwinnett County,1015,Jenkins Elementary School,77.2,Beating the Odds
667405,667,Gwinnett County,405,Jones Middle School,88.4,Within Expected Range
6671813,667,Gwinnett County,1813,Jordan Middle School,67.4,Below Expected Range
667495,667,Gwinnett County,495,Kanoheda Elementary School,73.8,Within Expected Range
667275,667,Gwinnett County,275,Knight Elementary School,90.6,Beating the Odds
6671018,667,Gwinnett County,1018,Lanier High School,79.4,Below Expected Range
667209,667,Gwinnett County,209,Lanier Middle School,84.9,Within Expected Range
6675054,667,Gwinnett County,5054,Lawrenceville Elementary School,80.8,Beating the Odds
6671405,667,Gwinnett County,1405,Level Creek Elementary School,97.3,Within Expected Range
6675554,667,Gwinnett County,5554,Lilburn Elementary School,82.9,Beating the Odds
6671056,667,Gwinnett County,1056,Lilburn Middle School,68.9,Within Expected Range
667210,667,Gwinnett County,210,Lovin Elementary School,84.1,Within Expected Range
667397,667,Gwinnett County,397,Magill Elementary School,77,Within Expected Range
667298,667,Gwinnett County,298,Mason Elementary School,91.7,Beating the Odds
667497,667,Gwinnett County,497,McConnell Middle School,80.3,Within Expected Range
667289,667,Gwinnett County,289,McKendree Elementary School,88.7,Beating the Odds
667199,667,Gwinnett County,199,Meadowcreek Elementary School,68.5,Below Expected Range
667187,667,Gwinnett County,187,Meadowcreek High School,65.4,Within Expected Range
667105,667,Gwinnett County,105,Mill Creek High School,89.4,Within Expected Range
667288,667,Gwinnett County,288,Minor Elementary School,74.7,Within Expected Range
6671112,667,Gwinnett County,1112,Moore Middle School,69.1,Below Expected Range
6672056,667,Gwinnett County,2056,Mountain Park Elementary School,81.8,Below Expected Range
6671410,667,Gwinnett County,1410,Mountain View High School,78.9,Below Expected Range
667208,667,Gwinnett County,208,Mulberry Elementary School,93.6,Beating the Odds
667294,667,Gwinnett County,294,Nesbit Elementary School,68.6,Within Expected Range
6671020,667,Gwinnett County,1020,New Life Academy of Excellence,73,Below Expected Range
6674056,667,Gwinnett County,4056,Norcross Elementary School,78.9,Beating the Odds
667103,667,Gwinnett County,103,Norcross High School,75.6,Within Expected Range
6674556,667,Gwinnett County,4556,North Gwinnett High School,93.6,Within Expected Range
6671510,667,Gwinnett County,1510,North Gwinnett Middle School,94,Within Expected Range
6671215,667,Gwinnett County,1215,North Metro Academy of Performing Arts,66.5,Below Expected Range
6671115,667,Gwinnett County,1115,Northbrook Middle School,89.9,Beating the Odds
667287,667,Gwinnett County,287,Norton Elementary School,80.2,Beating the Odds
667204,667,Gwinnett County,204,Osborne Middle School,87.3,Within Expected Range
667176,667,Gwinnett County,176,Parkview High School,83.3,Within Expected Range
667705,667,Gwinnett County,705,Parsons Elementary School,90.6,Within Expected Range
667398,667,Gwinnett County,398,Partee Elementary School,90.2,Beating the Odds
667608,667,Gwinnett County,608,Patrick Elementary School,89.2,Within Expected Range
6671818,667,Gwinnett County,1818,Paul Duke STEM High School,77.9,Within Expected Range
6675056,667,Gwinnett County,5056,Peachtree Elementary School,84.4,Beating the Odds
667805,667,Gwinnett County,805,Peachtree Ridge High School,85.6,Within Expected Range
667391,667,Gwinnett County,391,Pharr Elementary School,91.4,Beating the Odds
667189,667,Gwinnett County,189,Phoenix High School,58.1,Within Expected Range
667186,667,Gwinnett County,186,Pinckneyville Middle School,73.6,Below Expected Range
667409,667,Gwinnett County,409,Puckett's Mill Elementary School,96.5,Beating the Odds
6671505,667,Gwinnett County,1505,Radloff Middle School,71.6,Within Expected Range
667188,667,Gwinnett County,188,Richards Middle School,68.8,Below Expected Range
667400,667,Gwinnett County,400,Riverside Elementary School,97.4,Within Expected Range
6671014,667,Gwinnett County,1014,Roberts Elementary School,95.4,Within Expected Range
667100,667,Gwinnett County,100,Rock Springs Elementary School,85.2,Within Expected Range
6671058,667,Gwinnett County,1058,Rockbridge Elementary School,69.4,Within Expected Range
667309,667,Gwinnett County,309,Rosebud Elementary School,80.6,Beating the Odds
667291,667,Gwinnett County,291,Shiloh Elementary School,77.4,Within Expected Range
667185,667,Gwinnett County,185,Shiloh High School,67.2,Below Expected Range
667283,667,Gwinnett County,283,Shiloh Middle School,76,Beating the Odds
667394,667,Gwinnett County,394,Simonton Elementary School,68.5,Below Expected Range
667494,667,Gwinnett County,494,Simpson Elementary School,92.2,Within Expected Range
6672058,667,Gwinnett County,2058,Snellville Middle School,67.6,Below Expected Range
6672558,667,Gwinnett County,2558,South Gwinnett High School,75.6,Beating the Odds
6671110,667,Gwinnett County,1110,Starling Elementary School,80.3,Below Expected Range
667300,667,Gwinnett County,300,Stripling Elementary School,70.1,Within Expected Range
667296,667,Gwinnett County,296,Sugar Hill Elementary School,84,Within Expected Range
6674058,667,Gwinnett County,4058,Summerour Middle School,59.1,Below Expected Range
6675058,667,Gwinnett County,5058,Suwanee Elementary School,89.9,Below Expected Range
667276,667,Gwinnett County,276,Sweetwater Middle School,83.5,Beating the Odds
667505,667,Gwinnett County,505,Sycamore Elementary School,79.9,Within Expected Range
667498,667,Gwinnett County,498,Taylor Elementary School,84.6,Within Expected Range
667108,667,Gwinnett County,108,Trickum Middle School,77,Below Expected Range
667509,667,Gwinnett County,509,Trip Elementary School,90.8,Beating the Odds
6671610,667,Gwinnett County,1610,Twin Rivers Middle School,89.5,Beating the Odds
667193,667,Gwinnett County,193,Walnut Grove Elementary School,91.3,Beating the Odds
6671310,667,Gwinnett County,1310,White Oak Elementary School,96.5,Beating the Odds
6671305,667,Gwinnett County,1305,Winn Holt Elementary School,65,Below Expected Range
6671810,667,Gwinnett County,1810,Woodward Mill Elementary School,90.4,Beating the Odds
668106,668,Habersham County,106,9th Grade Academy,87.2,Beating the Odds
6681050,668,Habersham County,1050,Baldwin Elementary School,75.7,Within Expected Range
668189,668,Habersham County,189,Clarkesville Elementary School,86.3,Beating the Odds
668101,668,Habersham County,101,Cornelia Elementary School,56.6,Below Expected Range
668201,668,Habersham County,201,Demorest Elementary School,82.7,Beating the Odds
6685050,668,Habersham County,5050,Fairview Elementary School,83.1,Beating the Odds
6682052,668,Habersham County,2052,Habersham Central High School,78.7,Beating the Odds
668114,668,Habersham County,114,Habersham Success Academy,50.9,Beating the Odds
6685052,668,Habersham County,5052,Hazel Grove Elementary School,72.9,Below Expected Range
668105,668,Habersham County,105,Level Grove Elementary School,75.6,Within Expected Range
668196,668,Habersham County,196,North Habersham Middle School,89.9,Beating the Odds
668296,668,Habersham County,296,South Habersham Middle School,86.3,Beating the Odds
668112,668,Habersham County,112,Wilbanks Middle School,84,Beating the Odds
6683054,668,Habersham County,3054,Woodville Elementary School,73.7,Within Expected Range
669392,669,Hall County,392,Alternative Learning Center,41,Within Expected Range
669100,669,Hall County,100,C. W. Davis Middle School,70.8,Below Expected Range
669391,669,Hall County,391,Cherokee Bluff High School,73.9,Below Expected Range
669390,669,Hall County,390,Cherokee Bluff Middle,69.1,Below Expected Range
669102,669,Hall County,102,Chestatee High School,73,Within Expected Range
669200,669,Hall County,200,Chestatee Middle School,72.3,Below Expected Range
6694050,669,Hall County,4050,Chestnut Mountain Elementary School,77.4,Below Expected Range
669106,669,Hall County,106,Chicopee Elementary School,65.3,Below Expected Range
6691552,669,Hall County,1552,East Hall High School,69.4,Below Expected Range
669289,669,Hall County,289,East Hall Middle School,66,Below Expected Range
6692052,669,Hall County,2052,Flowery Branch Elementary School,64.7,Below Expected Range
669202,669,Hall County,202,Flowery Branch High,78.5,Below Expected Range
669196,669,Hall County,196,Friendship Elementary School,67.7,Below Expected Range
6694752,669,Hall County,4752,Johnson High School,82.5,Beating the Odds
669105,669,Hall County,105,Lanier Career Academy,37.4,Below Expected Range
6693054,669,Hall County,3054,Lanier Elementary School,83.3,Beating the Odds
6694054,669,Hall County,4054,Lula Elementary School,63.2,Below Expected Range
6695052,669,Hall County,5052,Lyman Hall Elementary School,65.7,Within Expected Range
669101,669,Hall County,101,Martin Elementary School,81.2,Within Expected Range
6695054,669,Hall County,5054,McEver Elementary School,75,Within Expected Range
669194,669,Hall County,194,Mount Vernon Elementary School,84.4,Within Expected Range
669176,669,Hall County,176,Myers Elementary School,63.6,Below Expected Range
6691556,669,Hall County,1556,North Hall High School,78,Below Expected Range
669389,669,Hall County,389,North Hall Middle School,77,Within Expected Range
6692056,669,Hall County,2056,Oakwood Elementary School,69.7,Below Expected Range
6693056,669,Hall County,3056,Riverbend Elementary School,59.8,Below Expected Range
6694056,669,Hall County,4056,Sardis Elementary School,69.4,Below Expected Range
6694556,669,Hall County,4556,South Hall Middle School,71.4,Within Expected Range
669192,669,Hall County,192,Spout Springs Elementary School,88.7,Within Expected Range
669103,669,Hall County,103,Sugar Hill Elementary,67.8,Below Expected Range
6695056,669,Hall County,5056,Tadmore Elementary School,78,Beating the Odds
669276,669,Hall County,276,Wauka Mountain Elementary School,88,Beating the Odds
669189,669,Hall County,189,West Hall High School,73.6,Within Expected Range
669294,669,Hall County,294,West Hall Middle School,72.9,Within Expected Range
6691058,669,Hall County,1058,White Sulphur Elementary School,69.5,Within Expected Range
669112,669,Hall County,112,World Language Academy,87.3,Within Expected Range
669393,669,Hall County,393,World Language Academy Middle School,85.8,Within Expected Range
670288,670,Hancock County,288,Hancock Central High School,52.6,Below Expected Range
670106,670,Hancock County,106,Hancock Central Middle School,64.2,Within Expected Range
670188,670,Hancock County,188,Lewis Elementary School,53.6,Below Expected Range
671178,671,Haralson County,178,Buchanan Elementary School,69.6,Within Expected Range
6712050,671,Haralson County,2050,Buchanan Primary School,55.5,Below Expected Range
6713050,671,Haralson County,3050,Haralson County High School,82.2,Beating the Odds
671197,671,Haralson County,197,Haralson County Middle School,76.7,Within Expected Range
671104,671,Haralson County,104,Tallapoosa Primary School,63.9,Below Expected Range
6714050,671,Haralson County,4050,West Haralson Elementary School,74.3,Within Expected Range
672110,672,Harris County,110,Creekside School,79.9,Within Expected Range
672399,672,Harris County,399,Harris County Carver Middle School,75.7,Below Expected Range
672299,672,Harris County,299,Harris County High School,80.9,Within Expected Range
672199,672,Harris County,199,Mulberry Creek Elementary School,75.8,Below Expected Range
672290,672,Harris County,290,New Mountain Hill Elementary School,70.4,Below Expected Range
672188,672,Harris County,188,Park Elementary School,81.4,Beating the Odds
672190,672,Harris County,190,Pine Ridge Elementary School,77.8,Below Expected Range
6733050,673,Hart County,3050,Hart County High School,74,Below Expected Range
673191,673,Hart County,191,Hart County Middle School,72.8,Within Expected Range
6735050,673,Hart County,5050,Hartwell Elementary School,72.3,Within Expected Range
673102,673,Hart County,102,North Hart Elementary School,79.1,Within Expected Range
673202,673,Hart County,202,South Hart Elementary School,79.6,Within Expected Range
6741050,674,Heard County,1050,Centralhatchee Elementary School,78.6,Within Expected Range
6742050,674,Heard County,2050,Ephesus Elementary School,61.5,Below Expected Range
674110,674,Heard County,110,Heard County High School,76,Within Expected Range
674102,674,Heard County,102,Heard County Middle School,82.1,Within Expected Range
674106,674,Heard County,106,Heard Elementary School,73.9,Within Expected Range
675294,675,Henry County,294,Austin Road Elementary School,77.7,Beating the Odds
675397,675,Henry County,397,Austin Road Middle School,66.4,Below Expected Range
675209,675,Henry County,209,Bethlehem Elementary School,66.9,Below Expected Range
675191,675,Henry County,191,Cotton Indian Elementary School,68.4,Within Expected Range
675107,675,Henry County,107,Dutchtown Elementary School,77.6,Within Expected Range
675105,675,Henry County,105,Dutchtown High,79.9,Within Expected Range
675206,675,Henry County,206,Dutchtown Middle School,72,Below Expected Range
675391,675,Henry County,391,Eagle's Landing High School,68.4,Below Expected Range
675394,675,Henry County,394,Eagle's Landing Middle School,70.9,Within Expected Range
675203,675,Henry County,203,East Lake Elementary,91.3,Beating the Odds
675804,675,Henry County,804,EXCEL Academy,23.2,Within Expected Range
6751050,675,Henry County,1050,Fairview Elementary School,83.9,Beating the Odds
675503,675,Henry County,503,Flippen Elementary School,73.5,Within Expected Range
6752050,675,Henry County,2050,Hampton Elementary School,71.1,Within Expected Range
675315,675,Henry County,315,Hampton High School,67.3,Below Expected Range
675215,675,Henry County,215,Hampton Middle School,69.1,Within Expected Range
6753050,675,Henry County,3050,Henry County High School,65.9,Below Expected Range
6754050,675,Henry County,4050,Henry County Middle School,68.6,Within Expected Range
675297,675,Henry County,297,Hickory Flat Elementary School,80.1,Beating the Odds
6755050,675,Henry County,5050,Locust Grove Elementary School,65.9,Below Expected Range
675214,675,Henry County,214,Locust Grove High,71.5,Below Expected Range
675213,675,Henry County,213,Locust Grove Middle,80,Beating the Odds
675106,675,Henry County,106,Luella Elementary School,84.1,Beating the Odds
675104,675,Henry County,104,Luella High School,76.2,Within Expected Range
675603,675,Henry County,603,Luella Middle School,71.3,Within Expected Range
675200,675,Henry County,200,Mount Carmel Elementary School,78.5,Beating the Odds
675407,675,Henry County,407,New Hope Elementary,81.3,Within Expected Range
675291,675,Henry County,291,Oakland Elementary School,71.3,Beating the Odds
675100,675,Henry County,100,Ola Elementary School,86.4,Within Expected Range
675307,675,Henry County,307,Ola High School,87.1,Within Expected Range
675507,675,Henry County,507,Ola Middle School,75.7,Below Expected Range
675196,675,Henry County,196,Pate's Creek Elementary School,65,Below Expected Range
675197,675,Henry County,197,Pleasant Grove Elementary School,78.6,Beating the Odds
675403,675,Henry County,403,Red Oak Elementary School,61.9,Below Expected Range
675509,675,Henry County,509,Rock Spring Elementary,82.7,Within Expected Range
675211,675,Henry County,211,Rocky Creek Elementary,88.2,Beating the Odds
6752552,675,Henry County,2552,Smith-Barnes Elementary School,69.9,Within Expected Range
6753052,675,Henry County,3052,Stockbridge Elementary School,70.9,Within Expected Range
675295,675,Henry County,295,Stockbridge High School,73.6,Beating the Odds
6755052,675,Henry County,5052,Stockbridge Middle School,68.8,Within Expected Range
675207,675,Henry County,207,Timber Ridge Elementary School,85.4,Within Expected Range
675409,675,Henry County,409,Tussahaw Elementary,69.5,Within Expected Range
675101,675,Henry County,101,Union Grove High,90,Beating the Odds
675703,675,Henry County,703,Union Grove Middle,76.2,Below Expected Range
675303,675,Henry County,303,Unity Grove Elementary School,84.2,Beating the Odds
675208,675,Henry County,208,Walnut Creek Elementary,69.7,Within Expected Range
675194,675,Henry County,194,Wesley Lakes Elementary School,60.3,Below Expected Range
675108,675,Henry County,108,Woodland Elementary School,62.4,Below Expected Range
675408,675,Henry County,408,Woodland High School,80.4,Beating the Odds
675308,675,Henry County,308,Woodland Middle School,80,Beating the Odds
6761050,676,Houston County,1050,Bonaire Elementary School,79.2,Below Expected Range
676296,676,Houston County,296,Bonaire Middle School,83.4,Within Expected Range
676102,676,Houston County,102,C. B. Watson Primary School,55.8,Below Expected Range
6762050,676,Houston County,2050,Centerville Elementary School,79.4,Beating the Odds
676104,676,Houston County,104,David A. Perdue Primary,61.6,Below Expected Range
676100,676,Houston County,100,Eagle Springs Elementary,83.4,Within Expected Range
676196,676,Houston County,196,Feagin Mill Middle School,86.9,Beating the Odds
676309,676,Houston County,309,Hilltop Elementary School,82.6,Within Expected Range
676116,676,Houston County,116,Houston County Crossroads Center,55.1,Beating the Odds
676192,676,Houston County,192,Houston County High School,94.6,Beating the Odds
676105,676,Houston County,105,Huntington Middle School,81.7,Beating the Odds
6763550,676,Houston County,3550,Kings Chapel Elementary School,92.9,Beating the Odds
676208,676,Houston County,208,Lake Joy Elementary School,95.5,Beating the Odds
676103,676,Houston County,103,Lake Joy Primary School,91.2,Within Expected Range
676117,676,Houston County,117,Langston Road Elementary School,85.5,Within Expected Range
6764050,676,Houston County,4050,Lindsey Elementary School,67.6,Beating the Odds
676199,676,Houston County,199,Matthew Arthur Elementary School,93,Beating the Odds
6765050,676,Houston County,5050,Miller Elementary School,70.3,Within Expected Range
6762054,676,Houston County,2054,Morningside Elementary School,83.9,Beating the Odds
676108,676,Houston County,108,Mossy Creek Middle School,87.2,Beating the Odds
676191,676,Houston County,191,Northside Elementary School,78.6,Beating the Odds
6762052,676,Houston County,2052,Northside High School,69.9,Within Expected Range
6761052,676,Houston County,1052,Northside Middle School,68.6,Within Expected Range
6763052,676,Houston County,3052,Parkwood Elementary School,74.2,Beating the Odds
676175,676,Houston County,175,Pearl Stephens Elementary School,66.3,Within Expected Range
676194,676,Houston County,194,Perdue Elementary School,89.5,Beating the Odds
6761054,676,Houston County,1054,Perry High School,82.1,Within Expected Range
676200,676,Houston County,200,Perry Middle School,78.6,Within Expected Range
676195,676,Houston County,195,Quail Run Elementary School,88,Beating the Odds
6764054,676,Houston County,4054,Russell Elementary School,72.5,Within Expected Range
6765054,676,Houston County,5054,Shirley Hills Elementary School,80.1,Beating the Odds
676204,676,Houston County,204,Thomson Middle School,74.3,Within Expected Range
6763056,676,Houston County,3056,Tucker Elementary School,84.4,Beating the Odds
676111,676,Houston County,111,Veterans High School,86.5,Within Expected Range
6764056,676,Houston County,4056,Warner Robins High School,68.4,Within Expected Range
6765056,676,Houston County,5056,Warner Robins Middle School,78.1,Beating the Odds
