sys_sch,System ID,System Name,School ID,School Name,2019 CCRPI Single Score,2019 BTO Designation
769111,769,Chickamauga City,111,Gordon Lee Middle School,85.4,Within Expected Range
629105,629,Clarke County,105,Alps Road Elementary School,54.9,Below Expected Range
6292056,629,Clarke County,2056,Barnett Shoals Elementary School,71.2,Within Expected Range
6293056,629,Clarke County,3056,Barrow Elementary School,70.1,Below Expected Range
629296,629,Clarke County,296,Burney-Harris-Lyons Middle School,64.6,Below Expected Range
629102,629,Clarke County,102,Cedar Shoals High School,69.1,Within Expected Range
6295056,629,Clarke County,5056,Chase Street Elementary School,81.8,Beating the Odds
6295556,629,Clarke County,5556,Clarke Central High School,71.4,Within Expected Range
6291058,629,Clarke County,1058,Clarke Middle School,63,Below Expected Range
629104,629,Clarke County,104,Classic City High School,43.1,Within Expected Range
629191,629,Clarke County,191,Cleveland Road Elementary School,69.3,Within Expected Range
629196,629,Clarke County,196,Coile Middle School,66.3,Within Expected Range
6293058,629,Clarke County,3058,Fowler Drive Elementary School,55.2,Below Expected Range
629205,629,Clarke County,205,Gaines Elementary School,47.7,Below Expected Range
6295058,629,Clarke County,5058,Hilsman Middle School,59.3,Below Expected Range
629291,629,Clarke County,291,Howard B. Stroud Elementary School,59,Within Expected Range
629112,629,Clarke County,112,Judia Jackson Harris Elementary,77.8,Beating the Odds
6294060,629,Clarke County,4060,Oglethorpe Avenue Elementary School,66.9,Within Expected Range
629178,629,Clarke County,178,Timothy Elementary School,80.4,Within Expected Range
629391,629,Clarke County,391,Whit Davis Road Elementary School,70,Within Expected Range
6291062,629,Clarke County,1062,Whitehead Road Elementary School,62,Below Expected Range
6292062,629,Clarke County,2062,Winterville Elementary School,62.9,Below Expected Range
630204,630,Clay County,204,Clay County Elementary,63.3,Within Expected Range
630104,630,Clay County,104,Clay County Middle School,76.5,Beating the Odds
631177,631,Clayton County,177,Adamson Middle School,63.3,Below Expected Range
6311050,631,Clayton County,1050,Anderson Elementary School,64.4,Within Expected Range
6311550,631,Clayton County,1550,Arnold Elementary School,67.1,Below Expected Range
6313050,631,Clayton County,3050,Babb Middle School,64.9,Within Expected Range
631175,631,Clayton County,175,Brown Elementary School,67.4,Within Expected Range
631103,631,Clayton County,103,Callaway Elementary School,73.4,Beating the Odds
631115,631,Clayton County,115,Charles R. Drew High School,59.9,Within Expected Range
6314050,631,Clayton County,4050,Church Street Elementary School,57.1,Below Expected Range
6311052,631,Clayton County,1052,East Clayton Elementary School,70.3,Within Expected Range
631116,631,Clayton County,116,Eddie White Academy,61.8,Below Expected Range
631379,631,Clayton County,379,Eddie White Elementary School,69.3,Beating the Odds
6315052,631,Clayton County,5052,Edmonds Elementary School,70.7,Beating the Odds
631114,631,Clayton County,114,Elite Scholars Academy School,93,Within Expected Range
6311054,631,Clayton County,1054,Forest Park High School,61.3,Below Expected Range
6312054,631,Clayton County,2054,Forest Park Middle School,53.1,Below Expected Range
6312554,631,Clayton County,2554,Fountain Elementary School,54.5,Below Expected Range
631203,631,Clayton County,203,Harper Elementary School,71.9,Beating the Odds
631199,631,Clayton County,199,Hawthorne Elementary School,63.8,Within Expected Range
6313054,631,Clayton County,3054,Haynie Elementary School,54.9,Below Expected Range
6315054,631,Clayton County,5054,Huie Elementary School,45.1,Below Expected Range
631304,631,Clayton County,304,James Jackson Elementary School,54.7,Below Expected Range
6311056,631,Clayton County,1056,Jonesboro High School,66.2,Within Expected Range
631106,631,Clayton County,106,Jonesboro Middle School,47.3,Below Expected Range
631380,631,Clayton County,380,Kay R Pace Elementary School of the Arts,79.2,Within Expected Range
631305,631,Clayton County,305,Kemp Elem School,64.9,Within Expected Range
631205,631,Clayton County,205,Kemp Primary,71.8,Within Expected Range
631197,631,Clayton County,197,Kendrick Middle School,57,Below Expected Range
631173,631,Clayton County,173,Kilpatrick Elementary School,60.1,Within Expected Range
6314056,631,Clayton County,4056,Lake City Elementary School,74.3,Within Expected Range
631295,631,Clayton County,295,Lake Ridge Elementary School,64.7,Within Expected Range
6311058,631,Clayton County,1058,Lee Street Elementary School,50.6,Below Expected Range
631190,631,Clayton County,190,Lovejoy High School,64.5,Below Expected Range
631191,631,Clayton County,191,Lovejoy Middle School,66.9,Within Expected Range
631100,631,Clayton County,100,M. D. Roberts Middle School,68.3,Below Expected Range
631215,631,Clayton County,215,Martha Ellen Stilwell School for the Performing Arts,91.4,Beating the Odds
631204,631,Clayton County,204,"Martin Luther King, Jr. Elementary School",64.6,Within Expected Range
6312058,631,Clayton County,2058,Morrow Elementary School,67.8,Below Expected Range
6314058,631,Clayton County,4058,Morrow High School,62.9,Below Expected Range
631117,631,Clayton County,117,Morrow Middle School,61.4,Below Expected Range
631176,631,Clayton County,176,Mount Zion Elementary School,61.3,Below Expected Range
631290,631,Clayton County,290,Mount Zion High School,65.9,Within Expected Range
631109,631,Clayton County,109,Mount Zion Primary,68.8,Within Expected Range
631104,631,Clayton County,104,Mundy's Mill High School,66,Within Expected Range
631174,631,Clayton County,174,Mundys Mill Middle School,60.8,Below Expected Range
6312052,631,Clayton County,2052,North Clayton High School,61.2,Within Expected Range
6313052,631,Clayton County,3052,North Clayton Middle School,63.6,Within Expected Range
6311060,631,Clayton County,1060,Northcutt Elementary School,44.3,Below Expected Range
631276,631,Clayton County,276,Oliver Elementary School,71.6,Within Expected Range
631378,631,Clayton County,378,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,33.2,Below Expected Range
631181,631,Clayton County,181,Pointe South Elementary School,55.8,Below Expected Range
631277,631,Clayton County,277,Pointe South Middle School,59.6,Within Expected Range
631207,631,Clayton County,207,Rex Mill Middle School,56.2,Below Expected Range
6312060,631,Clayton County,2060,Riverdale Elementary School,60.4,Within Expected Range
631377,631,Clayton County,377,Riverdale High School,65.9,Beating the Odds
6313060,631,Clayton County,3060,Riverdale Middle School,57.5,Below Expected Range
631195,631,Clayton County,195,River's Edge Elementary School,72.4,Within Expected Range
631200,631,Clayton County,200,Roberta T. Smith Elementary School,69.2,Within Expected Range
631107,631,Clayton County,107,Sequoyah Middle School,66.8,Beating the Odds
6314060,631,Clayton County,4060,Suder Elementary School,72.4,Beating the Odds
6315060,631,Clayton County,5060,Swint Elementary School,74.1,Beating the Odds
6311062,631,Clayton County,1062,Tara Elementary School,65.4,Beating the Odds
631105,631,Clayton County,105,Thurgood Marshall Elementary School,76.2,Beating the Odds
631307,631,Clayton County,307,Unidos Dual Language School,70.6,Below Expected Range
6312062,631,Clayton County,2062,West Clayton Elementary School,62.3,Within Expected Range
6315056,631,Clayton County,5056,William M. McGarrah Elementary School,70.4,Within Expected Range
632101,632,Clinch County,101,Clinch County Elementary School,68.2,Within Expected Range
6321050,632,Clinch County,1050,Clinch County High School,80.4,Beating the Odds
632201,632,Clinch County,201,Clinch County Middle School,64.2,Below Expected Range
633302,633,Cobb County,302,Acworth Intermediate School,75.8,Below Expected Range
633289,633,Cobb County,289,Addison Elementary School,88.7,Within Expected Range
633209,633,Cobb County,209,Allatoona High School,91.8,Beating the Odds
6332050,633,Cobb County,2050,Argyle Elementary School,79.3,Beating the Odds
633207,633,Cobb County,207,Austell Elementary School,65.1,Within Expected Range
6334050,633,Cobb County,4050,Awtrey Middle School,76.6,Below Expected Range
633189,633,Cobb County,189,Baker Elementary School,82.6,Within Expected Range
633407,633,Cobb County,407,Barber Middle School,84.9,Within Expected Range
6335050,633,Cobb County,5050,Bells Ferry Elementary School,86.3,Within Expected Range
6331052,633,Cobb County,1052,Belmont Hills Elementary School,74.9,Within Expected Range
633504,633,Cobb County,504,Big Shanty Elementary School,79.6,Below Expected Range
633173,633,Cobb County,173,Birney Elementary School,73.7,Within Expected Range
633399,633,Cobb County,399,Blackwell Elementary School,77,Below Expected Range
6335052,633,Cobb County,5052,Brumby Elementary School,68.9,Below Expected Range
633592,633,Cobb County,592,Bryant Elementary School,69.6,Within Expected Range
633104,633,Cobb County,104,Bullard Elementary School,82.4,Below Expected Range
6331054,633,Cobb County,1054,Campbell High School,77.1,Within Expected Range
633290,633,Cobb County,290,Campbell Middle School,72.1,Within Expected Range
633198,633,Cobb County,198,Chalker Elementary School,87.9,Within Expected Range
633298,633,Cobb County,298,Cheatham Hill Elementary School,84.2,Within Expected Range
633117,633,Cobb County,117,Clarkdale Elementary School,77.8,Beating the Odds
6333054,633,Cobb County,3054,Clay Elementary School,74.8,Beating the Odds
633808,633,Cobb County,808,Cobb Horizon High School,49.1,Within Expected Range
6333556,633,Cobb County,3556,Compton Elementary School,78.3,Beating the Odds
633502,633,Cobb County,502,Cooper Middle School,84.9,Beating the Odds
6334056,633,Cobb County,4056,Daniell Middle School,86.3,Beating the Odds
633388,633,Cobb County,388,Davis Elementary School,83,Below Expected Range
633281,633,Cobb County,281,Dickerson Middle School,94.3,Within Expected Range
633275,633,Cobb County,275,Dodgen Middle School,95.3,Within Expected Range
633190,633,Cobb County,190,Dowell Elementary School,75,Within Expected Range
6335056,633,Cobb County,5056,Due West Elementary School,92.6,Within Expected Range
633299,633,Cobb County,299,Durham Middle School,87.9,Below Expected Range
6331056,633,Cobb County,1056,East Cobb Middle School,82.7,Beating the Odds
633114,633,Cobb County,114,East Side Elementary School,93.1,Below Expected Range
6335068,633,Cobb County,5068,Eastvalley Elementary School,81.8,Below Expected Range
6333058,633,Cobb County,3058,Fair Oaks Elementary School,70.2,Within Expected Range
6335058,633,Cobb County,5058,Floyd Middle School,71.9,Within Expected Range
633292,633,Cobb County,292,Ford Elementary School,92.2,Within Expected Range
633297,633,Cobb County,297,Frey Elementary School,87.7,Within Expected Range
6331060,633,Cobb County,1060,Garrett Middle School,74.6,Beating the Odds
633185,633,Cobb County,185,Garrison Mill Elementary School,95.3,Within Expected Range
633397,633,Cobb County,397,Green Acres Elementary School,74.3,Within Expected Range
6332560,633,Cobb County,2560,Griffin Middle School,78.5,Beating the Odds
6333060,633,Cobb County,3060,Harmony-Leland Elementary School,73.5,Within Expected Range
633192,633,Cobb County,192,Harrison High School,96.3,Beating the Odds
633194,633,Cobb County,194,Hayes Elementary School,73.8,Below Expected Range
633402,633,Cobb County,402,Hendricks Elementary School,79.6,Beating the Odds
633394,633,Cobb County,394,Hightower Trail Middle School,96.4,Beating the Odds
633707,633,Cobb County,707,Hillgrove High School,94.3,Beating the Odds
6334560,633,Cobb County,4560,Hollydale Elementary School,74.1,Within Expected Range
633187,633,Cobb County,187,Keheley Elementary School,72.2,Below Expected Range
633103,633,Cobb County,103,Kell High School,79.8,Within Expected Range
633203,633,Cobb County,203,Kemp Elementary School,95.8,Beating the Odds
633304,633,Cobb County,304,Kennesaw Charter School,77.2,Below Expected Range
633404,633,Cobb County,404,Kennesaw Elementary School,85.7,Within Expected Range
633101,633,Cobb County,101,Kennesaw Mountain High School,91.6,Beating the Odds
633273,633,Cobb County,273,Kincaid Elementary School,92.2,Within Expected Range
6332062,633,Cobb County,2062,King Springs Elementary School,74.6,Below Expected Range
6333062,633,Cobb County,3062,LaBelle Elementary School,78.2,Beating the Odds
633381,633,Cobb County,381,Lassiter High School,96.2,Beating the Odds
633287,633,Cobb County,287,Lewis Elementary School,78.4,Below Expected Range
633309,633,Cobb County,309,Lindley 6th Grade Academy,77,Beating the Odds
633202,633,Cobb County,202,Lindley Middle School,63.9,Below Expected Range
633499,633,Cobb County,499,Lost Mountain Middle School,90.8,Within Expected Range
633607,633,Cobb County,607,Lovinggood Middle School,82.4,Below Expected Range
633118,633,Cobb County,118,Mableton Elementary School,75.5,Within Expected Range
633178,633,Cobb County,178,Mabry Middle School,91.7,Within Expected Range
633107,633,Cobb County,107,McCall Primary School,82.1,Within Expected Range
633184,633,Cobb County,184,McCleskey Middle School,81,Within Expected Range
633507,633,Cobb County,507,McClure Middle School,88.1,Within Expected Range
6331064,633,Cobb County,1064,McEachern High School,81.5,Beating the Odds
6333064,633,Cobb County,3064,Milford Elementary School,85.6,Beating the Odds
633278,633,Cobb County,278,Mount Bethel Elementary School,95.6,Below Expected Range
633288,633,Cobb County,288,Mountain View Elementary School,98.6,Beating the Odds
633375,633,Cobb County,375,Murdock Elementary School,96.4,Within Expected Range
633391,633,Cobb County,391,Nicholson Elementary School,71.5,Below Expected Range
633199,633,Cobb County,199,Nickajack Elementary School,81.7,Within Expected Range
