ID_NUMBER,FACILITY_NAME,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,ACTIVE_SITE,OPERATING_TSDF,NAICS_CODE
GAR000073841,KROGER 011-0356,------,VSQG,3600 DALLAS HWY SW,MARIETTA,GA,30064,33.944844,-84.686744,3  ,H----,------         ,
GAD085420479,CENVEO ENVELOPE PRODUCT GROUP - ATLANTA PLANT,------,Other,5625 NEW PEACHTREE ROAD,CHAMBLEE,GA,30341,33.892195,-84.298012,N  ,-----,------         ,322232
GAR000047720,FORMER  DANIEL MEASUREMENT AND CONTROL INC (REMEDIATION PROJECT),------,Other,19267 HWY 301 NORTH,STATESBORO,GA,30461,,,N  ,-----,------         ,334514
GAR000053546,JACO ENVIRONMENTAL INC,------,Other,2133 MOUNTAIN INDUS BLVD,TUCKER,GA,30085,,,N  ,-----,------         ,42393
GAD984317008,ALS TRIBOLOGY,------,Other,3121 PRESIDENTIAL DR,ATLANTA,GA,30340,33.886746,-84.261622,N  ,-----,------         ,54138
GAR000073775,TRACTOR SUPPLY COMPANY #552,------,VSQG,490 HWY 53  SOUTH EAST,CALHOUN,GA,30701,34.451751,-84.867584,3  ,H----,------         ,
GAR000073791,TRACTOR SUPPLY COMPANY #568,------,VSQG,10161 LOCHRIDGE BLVD,COVINGTON,GA,30014,33.604164,-83.818643,3  ,H----,------         ,
GAR000073825,KROGER 011-0453,------,VSQG,4150 MACLAND RD,POWDER SPRINGS,GA,30127,33.902442,-84.672771,3  ,H----,------         ,
GAD981261548,KIMBERLY-CLARK CORPORATION,------,Other,1175 N MEADOW PKWY,ROSWELL,GA,30076,,,N  ,-----,------         ,54138
GAD984303842,KOSOLA & ASSOCIATES INC,------,Other,5601 NEWTON RD,ALBANY,GA,31706,,,N  ,-----,------         ,
GA0000111344,MAACO,------,Other,3965 BUFORD HWY,ATLANTA,GA,30345,,,N  ,-----,------         ,
GAD981265341,NORTH AMERICAN CONTAINER CORP,------,Other,5851 RIVERVIEW RD,MABLETON,GA,30059,33.805793,-84.499721,N  ,-----,------         ,56191
GAD981219496,PROFESSIONAL CLEANERS,------,Other,4961 LOWER ROSWELL RD STE K,MARIETTA,GA,30368,33.966045,-84.405943,N  ,-----,------         ,
GAR000073189,KROGER  #011-0696,------,VSQG,3094 WATSON BLVD,WARNER ROBINS,GA,31093,32.618286,-83.655065,3  ,H----,------         ,
GAR000072975,KROGER  011-0400,------,VSQG,4321 HARTLEY BRIDGE RD,MACON,GA,31216,32.742686,-83.728628,3  ,H----,------         ,
GAR000072926,KROGER  011-0257,------,VSQG,115 RICHARD B RUSSELL PKWY,WARNER ROBINS,GA,31088,32.593803,-83.625409,3  ,H----,------         ,
GAD984318568,"QUALAWASH HOLDINGS, LLC",------,Other,1251 BATTLE CREEK ROAD,JONESBORO,GA,30236,,,N  ,-----,------         ,48849
GAR000004374,STEPAN COMPANY,------,LQG,1 POLYMER WAY,COLUMBUS,GA,31907,32.50813,-84.880296,1  ,H----,------         ,325211
GAR000073643,TRACTOR SUPPLY COMPANY #1766,------,VSQG,294 EAST CHURCH ST,JASPER,GA,30143,34.462398,-84.415726,3  ,H----,------         ,
GAR000073650,TRACTOR SUPPLY COMPANY #1790,------,VSQG,993 INDIAN DR,EASTMAN,GA,31023,32.179939,-83.179853,3  ,H----,------         ,
GAD000770040,G&K SERVICES - ATLANTA,------,VSQG,6030 LAGRANGE BLVD,ATLANTA,GA,30336,33.711577,-84.592405,3  ,H----,------         ,812332
GA4470000650,FEMA/MERS - THOMASVILLE,------,Other,434 SOUTH PINETREE BLVD,THOMASVILLE,GA,31792,30.812306,-83.974308,N  ,-----,------         ,56291
GAD984280669,SOUTHWIRE MACHINERY SERVICES GROUP,------,SQG,401 FERTILLA STREET,CARROLLTON,GA,30117,33.570203,-85.067554,2  ,H-A--,------         ,335929
GAR000074013,TRACTOR SUPPLY COMPANY #1147,------,VSQG,5301 EISENHOWER PKWY,MACON,GA,31206,32.799464,-83.752536,3  ,H----,------         ,
GAR000073502,TRACTOR SUPPLY COMPANY #1578,------,VSQG,1541 ANDERSON HWY,HARTWELL,GA,30643,34.343031,-82.855801,3  ,H----,------         ,
GAR000073106,KROGER  011-0487,------,VSQG,555 W OGLETHORPE HWY,HINESVILLE,GA,31313,31.803284,-81.604811,3  ,H----,------         ,
GAR000073080,KROGER  011-0475,------,VSQG,4915 FLAT SHOALS PKWY,DECATUR,GA,30034,33.691092,-84.258896,3  ,H----,------         ,
GAD981219918,"ANALYSTS MAINTENANCE LABORATORY, INC.",------,Other,"3075 CORNERS NORTH COURT, NW",NORCROSS,GA,30071,33.962774,-84.20327,N  ,-----,------         ,54169
GAD981219918,"ANALYSTS MAINTENANCE LABORATORY, INC.",------,Other,"3075 CORNERS NORTH COURT, NW",NORCROSS,GA,30071,33.962774,-84.20327,N  ,-----,------         ,54138
GAD075929604,WOODWARD CLEANERS,------,Other,131 W COLLEGE ST,GRIFFIN,GA,30224,33.244453,-84.264296,N  ,-----,------         ,81232
GAR000074112,TRACTOR SUPPLY COMPANY #1195,------,VSQG,2305 EAST 1ST ST,VIDALIA,GA,30474,32.208344,-82.382575,3  ,H----,------         ,
GAR000073361,TRACTOR SUPPLY COMPANY #1234,------,VSQG,149 SOUTH VIRGINIA AVE,TIFTON,GA,31794,31.45409,-83.52719,3  ,H----,------         ,
GAD984299891,COATES COLLISION CENTER,------,Other,425 MELROSE AVE,GRIFFIN,GA,30223,33.257428,-84.286429,N  ,-----,------         ,
GAD984306555,CITY MOTORS OF CARTERSVILLE INC,------,Other,331 N TENN ST,CARTERSVILLE,GA,30120,,,N  ,-----,------         ,811121
GAD981218431,LOU SOBH PONTIAC GMC BUICK,------,Other,1800 IRIS DR,CONYERS,GA,30207,33.672392,-84.050036,N  ,-----,------         ,44111
GAR000073064,KROGER  011-0457,------,VSQG,2700 BRASELTON HWY,DACULA,GA,30019,34.067936,-83.922414,3  ,H----,------         ,
GAD075854349,RAYONIER PERFORMANCE FIBERS - JESUP PLANT,------,SQG,4470 SAVANNAH HIGHWAY,JESUP,GA,31545,31.65237,-81.853175,2  ,H----,------         ,32211
GAR000074047,CABELA'S AUGUSTA GEORGIA RETAIL,------,VSQG,833 CABELA DRIVE,AUGUSTA,GA,30909,33.521911,-82.02394,3  ,H----,------         ,
GAR000009431,KROGER  #011-0979,------,VSQG,1900 E VICTORY DR,SAVANNAH,GA,31404,32.048024,-81.084783,3  ,H----,------         ,445110
GAR000040261,PARKWAY PRODUCTS LLC,------,Other,1040 COBB INDUSTRIAL DR,MARIETTA,GA,30066,33.979358,-84.531237,N  ,-----,------         ,32619
GAR000067017,KROGER  #011-0418,------,VSQG,311 E GWINNETT ST,SAVANNAH,GA,31401,32.064983,-81.087668,3  ,H----,------         ,445110
GAR000073890,TRACTOR SUPPLY COMPANY #578,------,VSQG,1515 LUCKY ST,GRIFFIN,GA,30223,33.280417,-84.28747,3  ,H----,------         ,
GAR000073908,TRACTOR SUPPLY COMPANY #590,------,VSQG,100 PLANTATION WAY,LAGRANGE,GA,30241,33.040237,-84.982829,3  ,H----,------         ,
GAR000073957,TRACTOR SUPPLY COMPANY #775,------,VSQG,10 PLAZA DR,WINDER,GA,30680,33.991363,-83.754179,3  ,H----,------         ,
GAR000073965,TRACTOR SUPPLY COMPANY #787,------,VSQG,6010 WATSON BLVD,BYRON,GA,31008,32.61448,-83.722379,3  ,H----,------         ,
GAR000073494,TRACTOR SUPPLY COMPANY #1563,------,VSQG,438 NORTHSIDE DR  E,STATESBORO,GA,30458-2189,32.445573,-81.770068,3  ,H----,------         ,
GAR000073098,KROGER  011-0483,------,VSQG,1670 SCENIC HWY N,SNELLVILLE,GA,30078,33.867576,-84.01596,3  ,H----,------         ,
GAR000073478,TRACTOR SUPPLY COMPANY #1455,------,VSQG,3640 MUNDY MILL RD,GAINESVILLE,GA,30504,34.222892,-83.863467,3  ,H----,------         ,
GAR000073833,KROGER 456-11,------,VSQG,4400 BROWNSVILLE RD,POWDER SPRINGS,GA,30127,33.828653,-84.719523,3  ,H----,------         ,
GAR000073387,TRACTOR SUPPLY COMPANY #1262,------,VSQG,5940 NEW JESSUP HWY,BRUNSWICK,GA,31523,31.246965,-81.548047,3  ,H----,------         ,
GAR000057067,GWINNETT AUTO MALL #2 DBA STONECREST TOYOTA,------,Other,7969 MALL PARKWAY,LITHONIA,GA,30038,,,N  ,-----,------         ,81111
GAR000057067,GWINNETT AUTO MALL #2 DBA STONECREST TOYOTA,------,Other,7969 MALL PARKWAY,LITHONIA,GA,30038,,,N  ,-----,------         ,44112
GAR000057067,GWINNETT AUTO MALL #2 DBA STONECREST TOYOTA,------,Other,7969 MALL PARKWAY,LITHONIA,GA,30038,,,N  ,-----,------         ,44111
GAD981230535,KELLYS FASHION CLEANERS,------,Other,115 CHESTNUTT AVE,TIFTON,GA,31794,31.45295,-83.50634,N  ,-----,------         ,
GAR000008219,METAL BUILDING COMPONENTS INC,------,Other,2280 MONIER AVE,LITHIA SPRINGS,GA,30057,,,N  ,-----,------         ,
GA0000931006,PEACH COUNTY FORD INC,------,Other,230 HWY 49 N,BYRON,GA,31008,32.659233,-83.744627,N  ,-----,------         ,44111
GAD000143636,W.R. GRACE & CO - CONN,------,Other,5225 PHILLIP LEE DRIVE,ATLANTA,GA,30336,33.752431,-84.557992,N  ,-----,------         ,56291
GAD984305466,SUNOCO SERVICE STATION #0493-2752,------,Other,1500 HWY 19/41 SOUTH,HAMPTON,GA,30228,,,N  ,-----,------         ,454319
GAR000073718,TRACTOR SUPPLY COMPANY #222,------,VSQG,676 WASHINGTON RD,THOMSON,GA,30824,33.599039,-82.549283,3  ,H----,------         ,
GAR000073734,KROGER 011-0473,------,VSQG,2655 FREEDOM PKWY,CUMMING,GA,30041,34.231308,-84.093142,3  ,H----,------         ,
GAD981220080,COVINGTON FORD,------,VSQG,9101 DR. MARTIN LUTHER KING JR. AVE,COVINGTON,GA,30014,33.589818,-83.834061,3  ,H----,------         ,44111
GAR000046896,WATTS COLLISION CENTER,------,VSQG,100 HUNTERS INDUSTRIAL,VILLA RICA,GA,30180,33.716384,-84.90209,3  ,H----,------         ,81293
GAR000046896,WATTS COLLISION CENTER,------,VSQG,100 HUNTERS INDUSTRIAL,VILLA RICA,GA,30180,33.716384,-84.90209,3  ,H----,------         ,811121
GAR000070938,LAFONTAINE CONSTRUCTION CO. INC,------,Other,940 MOLLY POND RD,AUGUSTA,GA,30901,,,N  ,-----,------         ,23712
GAD984311910,OLD MILL ANTIQUES,------,Other,3240 EAST PONCE DE LEON,SCOTTDALE,GA,30079,,,N  ,-----,------         ,
GAR000073510,TRACTOR SUPPLY COMPANY #1581,------,VSQG,1565 HWY 81 EAST,MCDONOUGH,GA,30252,33.436675,-84.036361,3  ,H----,------         ,
GAR000073973,TRACTOR SUPPLY COMPANY #799,------,VSQG,2103 MEMORIAL DR,WAYCROSS,GA,31501,31.205218,-82.336021,3  ,H----,------         ,
GAR000073395,TRACTOR SUPPLY COMPANY #1264,------,VSQG,2220 EATONTON RD,MADISON,GA,30650,33.522978,-83.444144,3  ,H----,------         ,
GAR000017897,CATERPILLAR INC,------,SQG,560 REHOBOTH RD,GRIFFIN,GA,30224-7618,33.224119,-84.20488,2  ,H----,------         ,333618
GAR000074138,TRACTOR SUPPLY COMPANY #1202,------,VSQG,709 1ST AVE,ELLIJAY,GA,30540,34.68122,-84.473951,3  ,H----,------         ,
GAR000073916,TRACTOR SUPPLY COMPANY #594,------,VSQG,15086 HWY 19 SOUTH,THOMASVILLE,GA,31757,30.760169,-83.913521,3  ,H----,------         ,
GAR000073932,TRACTOR SUPPLY COMPANY #765,------,VSQG,420 HWY 411 SOUTHEAST,ROME,GA,30161,34.207627,-85.04534,3  ,H----,------         ,
GAR000073874,TRADEBE TREATMENT AND RECYCLING LLC,------,"Transporter, VSQG",3425 BROWNS MILL RD,ATLANTA,GA,30354,33.669071,-84.379863,3  ,H----,------         ,
GAD984306431,EZGO TEXTRON AUGUSTA BRANCH,------,Other,2421 OLD SAVANNAH RD,AUGUSTA,GA,30906,,,N  ,-----,------         ,
GAR000074088,PUNEET INC  DBA/ FASHION CLEANERS,------,Other,4144 REDAN RD,STONE MOUNTIAN,GA,30083,33.76233,-84.214378,N  ,-----,------         ,
GAR000074096,TRACTOR SUPPLY COMPANY #1164,------,VSQG,1407-A EAST 16TH AVE,CORDELE,GA,31015,31.96352,-83.767567,3  ,H----,------         ,
GAR000035287,"PREMIER POLYMERS,  LLC",------,VSQG,234 LOWY DRIVE,CHATSWORTH,GA,30705,34.779861,-84.810167,3  ,H----,------         ,325998
GAR000035287,"PREMIER POLYMERS,  LLC",------,VSQG,234 LOWY DRIVE,CHATSWORTH,GA,30705,34.779861,-84.810167,3  ,H----,------         ,31331
GAD981224488,THRIFT AUTO REPAIR INC,------,Other,763 HEARN RD,HINESVILLE,GA,31313,31.825996,-81.619358,N  ,-----,------         ,811111
GAR000071357,SAVANNAH AND FRY STREET ELEVATED WATER STORAGE TANK,------,Other,705 EAST SAVANNAH AVE,VALDOSTA,GA,31603,,,N  ,-----,------         ,
GAR000027797,SCANDINAVIAN TOBACCO GROUP LANE LTD,------,VSQG,2280 MOUNTAIN INDUSTRL BLVD,TUCKER,GA,30084,33.855608,-84.200241,3  ,H----,------         ,11191
GAR000072934,KROGER  01100298,------,VSQG,1700 MONROE DR NE,ATLANTA,GA,30324,33.800945,-84.371886,3  ,H----,------         ,
GAR000074070,TRACTOR SUPPLY COMPANY #1158,------,VSQG,20 COMMERCE DRIVE,CHATSWORTH,GA,30705-7304,34.781367,-84.818726,3  ,H----,------         ,
GAR000038505,SHAW PLANT 7G,------,Other,416 S RIVER ST,CALHOUN,GA,30701,,,N  ,-----,------         ,31411
GAR000073460,G&K SERVICES - BUFORD,------,VSQG,1625 HERAEUS BLVD,BUFORD,GA,30518,34.106372,-84.008488,3  ,H----,------         ,
GAR000073676,TRACTOR SUPPLY COMPANY #1567,------,VSQG,12110 CUMMING HWY,CANTON,GA,30115,34.249063,-84.377169,3  ,H----,------         ,
GAR000073692,TRACTOR SUPPLY COMPANY #164,------,VSQG,1850 NORTH COLUMBIA ST,MILLEDGEVILLE,GA,31061,33.13228,-83.269439,3  ,H----,------         ,
GAR000072959,KROGER  011-0378,------,VSQG,220 TOM HILL SR BLVD,MACON,GA,31210,32.898949,-83.688874,3  ,H----,------         ,
GAR000073858,KROGER 011-0657,------,VSQG,2960 SHALLOWFORD RD,MARIETTA,GA,30066,34.045983,-84.492148,3  ,H----,------         ,
GAR000073783,TRACTOR SUPPLY COMPANY #553,------,VSQG,1785 BATTLEFIELD PKWY,FT OGLETHORPE,GA,30742,34.95515,-85.257933,3  ,H----,------         ,
GAR000073007,KROGER  #011-0411,------,VSQG,4628 PRESIDENTIAL PKWY,MACON,GA,31206,32.814261,-83.718803,3  ,H----,------         ,
GAR000074005,TRACTOR SUPPLY COMPANY #1131,------,VSQG,156 MARTIN LUTHER KING JR BLVD,MONROE,GA,30655,33.797306,-83.740815,3  ,H----,------         ,
GAR000074146,TRACTOR SUPPLY COMPANY #1218,------,VSQG,1137 NORTH FIRST ST,JESUP,GA,31545,31.619448,-81.871534,3  ,H----,------         ,
GAR000037077,COLONIAL CHEMICAL SOLUTIONS INC,------,Other,916 W LATHROP,SAVANNAH,GA,31402,,,N  ,-----,------         ,42269
GAD981268758,SYNCROFLO INC,------,SQG,2905 PACIFIC DR,NORCROSS,GA,30071,33.939751,-84.230314,2  ,H----,------         ,333249
GAR000073429,TRACTOR SUPPLY COMPANY #1334,------,VSQG,10 RYAN BLVD NORTHEAST,CARTERSVILLE,GA,30121,34.209625,-84.799101,3  ,H----,------         ,
GAR000073155,KROGER  011-0647,------,VSQG,1751 NEWNAN CROSSING BLVD E,NEWNAN,GA,30265,33.388181,-84.762671,3  ,H----,------         ,
GAD981220411,CEMCO SYSTEMS - THE CLEANERS,------,Other,2310 LAWRENCEVILLE HWY,DECATUR,GA,30033,33.814315,-84.269668,N  ,-----,------         ,81232
GA0000038844,NEWNAN FEDERAL BLDG,------,Other,18 GREENVILLE ST,NEWNAN,GA,30263,,,N  ,-----,------         ,
GAR000074104,TRACTOR SUPPLY COMPANY #1189,------,VSQG,2435 HWY 80 WEST,DUBLIN,GA,31021,32.5488,-83.012516,3  ,H----,------         ,
GAR000074120,TRACTOR SUPPLY COMPANY #1200,------,VSQG,101 WEST FORT HOWARD RD,RINCON,GA,31326,32.277406,-81.230683,3  ,H----,------         ,
GAD984316273,AIR PRODUCTS CO,------,Other,2827 BROOKWOOD RD,CUMMING,GA,30139,,,N  ,-----,------         ,
GAD984320630,FINN BROTHERS BRAKE SERVICE,------,Other,708 FRANCIS ST,WAYCROSS,GA,31501,,,N  ,-----,------         ,
GAR000054437,HYDRAULIC.NET,------,Other,56 MAYS BLVD,FOLKSTON,GA,31537,,,N  ,-----,------         ,333996
GAD984288308,BELLWETHER INC,------,SQG,1000 DAILEY MILL RD,MCDONOUGH,GA,30253,,,2  ,H----,------         ,33271
GAR000015370,ARTIVION INC.,------,LQG,1655 ROBERTS BLVD NW,KENNESAW,GA,30144,34.002004,-84.581931,1  ,H----,------         ,621511
GAR000074161,GEORGIA CENTRAL RAILWAY LP,------,Transporter,704 ATLANTIC AVE,VIDALIA,GA,30474,32.237656,-82.3955,N  ,H----,------         ,
GAR000017210,KOPPERS PERFORMANCE CHEMICALS INC (R&D BUILDING #1),------,SQG,1141 ANNE ST,GRIFFIN,GA,30224,33.234152,-84.277929,2  ,H----,------         ,325320
GAR000056978,KIK (GEORGIA) LLC,------,VSQG,75 PINE VIEW DRIVE,HAMPTON,GA,30228,33.409259,-84.291393,3  ,H----,------         ,325612
GAR000031252,WALMART DISTRIBUTION CENTER #6061,------,VSQG,299 AJ RIGGS RD,STATESBORO,GA,30458,32.38778,-81.830167,3  ,H----,------         ,493110
GAR000022293,EAST GEORGIA REGIONAL MEDICAL CENTER,------,VSQG,1499 FAIR RD,STATESBORO,GA,30458,32.423565,-81.774482,3  ,H----,------         ,62211
GAR000078915,TEXTRON SPECIALIZED VEHICLES,------,Other,3464 MIKE PADGETT HWY,AUGUSTA,GA,30906,33.347619,-81.977663,N  ,-----,------         ,
GAD000616573,BUCKEYE SE TERMINALS - MACON TERMINAL,------,VSQG,2505 ALLEN ROAD,MACON,GA,31216,32.74091,-83.655489,3  ,H----,------         ,49319
GAD069194751,ROPER CORPORATION,------,SQG,1507 BROOMTOWN ROAD,LAFAYETTE,GA,30728,34.640741,-85.318777,2  ,H----,------         ,33522
GAR000054171,SUNIVA,------,Other,5775 PEACHTREE INDUSTRIAL BLVD,NORCROSS,GA,30092,33.964196,-84.202881,N  ,-----,------         ,334413
GAD000616557,BUCKEYE SE TERMINALS LP - ALBANY GA TERMINAL,------,VSQG,1722 WEST OAK RIDGE DR,ALBANY,GA,31707,31.549038,-84.200424,3  ,H----,------         ,49319
GAR000078766,SHAW INDUSTRIES GROUP INC PLANT T1,------,VSQG,7195 ADAIRSVILLE HWY,ADAIRSVILLE,GA,30103,34.376861,-84.917346,3  ,H----,------         ,
GAD043110279,TELEFLEX MEDICAL OEM LLC,------,SQG,13230 NORTH MAIN STREET,TRENTON ,GA,30752,34.883616,-85.502503,2  ,H----,------         ,331420
GAR000030767,MEDSOURCE TRENTON LLC/DOWNSTREAM SUBSIDIARY OF ACCELLENT/DBA LAKE REGION MEDICAL,------,SQG,13024 NORTH MAIN STREET,TRENTON,GA,30752,34.883616,-85.502503,2  ,H----,------         ,33911
GAD981243033,TOP GUN ARCHITECTURAL COATINGS,------,SQG,200 PRINCETON BLVD,ADAIRSVILLE,GA,30103,34.373433,-84.913812,2  ,H----,------         ,332812
GAR000078709,ENVIROVAC HOLDINGS LLC,------,Transporter,4986 OLD LOUISVILLE ROAD,SAVANNAH,GA,31408,32.095299,-81.174969,N  ,H----,------         ,
GAD033842543,"TRI-STATE STEEL DRUM, INC",-----H,Other,400 JULIAN RD,GRAYSVILLE,GA,30726,33.3675,-85.216944,N  ,-PA--,------         ,562211
GAR000014555,BIRLA CARBON U.S.A. INC,------,SQG,1800 WEST OAK COMMONS COURT,MARIETTA,GA,30062,33.982834,-84.522679,2  ,H----,------         ,325180
GAR000014555,BIRLA CARBON U.S.A. INC,------,SQG,1800 WEST OAK COMMONS COURT,MARIETTA,GA,30062,33.982834,-84.522679,2  ,H----,------         ,54171
GAD073460941,UNIVERSITY OF GEORGIA  ,-----H,"Transporter, VSQG",385 WILL HUNTER ROAD,ATHENS,GA,30602,33.910556,-83.390278,3  ,HPA--,------         ,61131
GAR000077370,PEPSI BEVERAGES COMPANY,------,VSQG,1644 ROCK MOUNTAIN BLVD,STONE MOUNTAIN,GA,30083,33.823668,-84.18375,3  ,H----,------         ,
GAD056210511,THIELE KAOLIN CO REEDY CREEK DIVISION,------,VSQG,1735 THIELE RD,WRENS,GA,30833,33.2525,-82.446667,3  ,H----,------         ,212399
GAD056210511,THIELE KAOLIN CO REEDY CREEK DIVISION,------,VSQG,1735 THIELE RD,WRENS,GA,30833,33.2525,-82.446667,3  ,H----,------         ,212324
GAR000078329,SM FILM PRODUCTIONS INC,------,Other,400 VETERANS PKWY   BLDG  105,FAYETTEVILLE,GA,30214,,,N  ,-----,------         ,
GAD991275637,SHAW INDUSTRIES INC -  PLANT 04,------,SQG,2225 S HAMILTON ST  EXT,DALTON,GA,30721,34.72014,-84.967205,2  ,H----,------         ,31411
GAR000076299,SERVICE BY AIR GLOBAL,------,Other,5148 KENNEDY RD,FOREST PARK,GA,30297,,,N  ,-----,------         ,
GAD000616029,VECENERGY - MACON TERMINAL,------,VSQG,2476 ALLEN ROAD,MACON,GA,31216,32.74088,-83.654587,3  ,H----,------         ,42471
GAR000069195,WALGREENS DRUG STORE 19823,------,VSQG,2498 CUMBERLAND PKWY SE,ATLANTA,GA,30339,33.876955,-84.461143,3  ,H----,------         ,44611
GAD981264898,"CSX TRANSPORTATION, INC.",------,Other,210 DEPOT STEET,RINGGOLD,GA,30736,34.91467,-85.107424,N  ,-----,------         ,482111
GAR000061184,INTERNATIONAL PAPER,------,VSQG,330 HUDSON ROAD,GRIFFIN,GA,30224,33.229602,-84.23196,3  ,H----,------         ,322211
GAR000035758,TYSON POULTRY INC. - WASTEWATER FACILITY,------,VSQG,213 INDUSTRIAL PARK DR,CUMMING,GA,30040,34.198244,-84.143788,3  ,H----,------         ,22132
GAD150011393,THE PROCTER & GAMBLE CELLULOSE CO,------,Other,OLD STAGECOACH RD,OGLETHORPE,GA,31068,32.291667,-84.063333,N  ,-----,------         ,
GAR000078634,WELLSTAR ATLANTA MEDICAL CENTER ,------,SQG,303 PARKWAY DRIVE NE,ATLANTA,GA,30312,33.763026,-84.374097,2  ,H----,------         ,
GAR000034041,"MANA, INC.",------,Other,1737 INDUSTRIAL DRIVE,ASHBURN,GA,31714,,,N  ,-----,------         ,49319
GAD980602999,FEDERAL MOGUL CORPORATION,------,Other,4514 CANTRELL ROAD,FLOWERY BRANCH,GA,30542,34.192385,-83.906242,N  ,-----,------         ,336311
GAR000080242,FULTON COUNTY BOARD OF EDUCATION (FCBOE),------,VSQG,6201 POWERS FERRY RD NW,ATLANTA,GA,30339,33.905844,-84.429195,3  ,H----,------         ,
GAR000061895,ISOTEC INTERNATIONAL INC,------,VSQG,218 HOWELL DR,DALTON,GA,30721,34.702824,-84.95131,3  ,H----,------         ,32615
GAR000077214,ENTERPRISE PROPANE TERMINALS & STORAGE LLC - DIXIE MILNER TERMINAL,------,SQG,1345 OLD 41 HWY,MILNER,GA,30257,33.140344,-84.194569,2  ,H----,------         ,
GAD000609818,AUGUSTA UNIVERSITY - HEALTH SCIENCES CAMPUS,------,SQG,1405 GOSS LANE,AUGUSTA,GA,30912,33.467958,-81.989637,2  ,H----,------         ,61131
GAR000082222,"DANOX ENVIRONMENTAL SERVICES, INC.",------,Other,"102 MARY ALICE PARK ROAD,    SUITE 104",CUMMING,GA,30040,,,N  ,-----,------         ,
GAR000082156,SAVANNAH COLLEGE OF ART & DESIGN - WALLIN HALL,------,Other,312 EAST 37TH STREET,SAVANNAH,GA,31401,32.055763,-81.094514,N  ,-----,------         ,
GAR000083386,NEOGENOMICS LABORATORIES INC.,------,Other,"29 UPPER RIVERDALE ROAD,  S.W.",RIVERDALE,GA,30274,33.57423,-84.397799,N  ,-----,------         ,
GAD066482506,"PROPEX OPERATING COMPANY, LLC BAINBRIDGE PLANT",------,Other,1501 COLQUITT HWY,BAINBRIDGE,GA,39817,31.976111,-84.616111,N  ,-----,------         ,31321
GAR000047423,TYSON POULTRY INC  - TRUCK SHOP,------,VSQG,40 OLD WHITESTONE RD,TALKING ROCK,GA,30175,34.544511,-84.528152,3  ,H----,------         ,811111
GAR000068684,WALGREENS 17222,------,VSQG,730 SOUTH LEWIS STREET,METTER,GA,30439,32.388104,-82.06102,3  ,H----,------         ,44611
GAR000068726,WALGREENS 19629,------,VSQG,4600 HABERSHAM STREET,SAVANNAH,GA,31330,32.035547,-81.103102,3  ,H----,------         ,456110
GAR000069559,WALGREENS DRUG STORE 17706,------,VSQG,3200 NORTH OAK STREET EXTENSION,VALDOSTA,GA,31605,30.890033,-83.284922,3  ,H----,------         ,44611
GAR000033654,WALGREENS DRUG STORE 17282,------,VSQG,2323 CANTON HIGHWAY,CUMMING,GA,30040,34.238524,-84.19843,3  ,H----,------         ,44611
GAR000040246,CSX TRANSPORTATION INC,------,Other,N CHURCH LN AT S ATLANTA RD,SMYRNA,GA,30080,,,N  ,-----,------         ,482111
GAD981227515,OUTFRONT MEDIA,------,Other,3745 ATLANTA INDUSTRIAL DR,ATLANTA,GA,30331,33.80262,-84.495062,N  ,-----,------         ,54185
GAD981027147,"GEIGER INTERNATIONAL, INC.",------,SQG,6095 FULTON INDUSTRIAL BLVD SW,ATLANTA,GA,30336,33.696062,-84.607649,2  ,H----,------         ,337211
GAR000060350,PIERRE FOODS ROME GA (NO LONGER PROPERTY OF PIERRE),------,Other,400 LAVENDER DRIVE,ROME,GA,30165,,,N  ,-----,------         ,311615
GAR000060699,GEORGIA-PACIFIC BUILDING PRODUCTS LLC,------,VSQG,2861 MILLER ROAD,DECATUR,GA,30035,,,3  ,H----,------         ,541380
GAR000079202,JLA INTERNATIONAL,------,SQG,439 BARRINGTON ROAD,DOUGLAS,GA,31535,31.525814,-82.913795,2  ,H----,------         ,
GAR000083568,RED BAG ALLIANCE LLC,------,Transporter,1114 SAMPLES IND. DRIVE,CUMMING,GA,30041,34.160769,-84.155009,N  ,H----,------         ,
GAR000095414,BRANCH 818 - MORROW,------,SQG,6835  SOUTHLAKE PARKWAY,MORROW,GA,30260,,,2  ,H----,------         ,
GAR000079053,NATIONAL COATINGS  &  SUPPLIES,------,VSQG,5240 SNAPFINGER PARK DR,DECATUR,GA,30035,33.705504,-84.172747,3  ,H----,------         ,
GAD980225775,KAMIN MCINTYRE,------,VSQG,1277 DEDRICK RD,MCINTYRE,GA,31054,32.848144,-83.233678,3  ,H----,------         ,212323
GAD120948815,WALMART NEIGHBORHOOD MARKET #3071,------,VSQG,3201 TUCKER NORCROSS RD,TUCKER,GA,30084,33.884188,-84.220297,3  ,H----,------         ,455211
GAR000009480,SAM'S CLUB #6509,------,VSQG,2550 REDMOND CIRCLE,ROME,GA,30165,34.285577,-85.215461,3  ,H----,------         ,455211
GAR000072678,WALMART NEIGHBORHOOD MARKET  #5815,------,VSQG,2909 AUSTELL ROAD SW,MARIETTA,GA,30008,33.917694,-84.550816,3  ,H----,------         ,
