2020 Census Tract,T2_est77,T2_est84,T2_est91,Total Rental Units with Severe Housing Problems and Equal to or less than 80% AMI,T7_est109,T7_est130,T7_est151,Total Rental Units Equal to or less than 80% AMI,% of rental units occupied by 80% AMI and below with Severe Housing Problems
13089023115,0,0,0,0,0,0,0,0,-
13089023209,60,30,0,90,60,55,95,210,0.42857142857142855
13089023211,35,10,0,45,45,75,345,465,0.0967741935483871
13089023212,20,70,0,90,75,105,150,330,0.2727272727272727
13089023213,370,85,0,455,455,295,220,970,0.4690721649484536
13089023214,270,65,65,400,295,130,470,895,0.44692737430167595
13089023215,135,0,0,135,155,15,190,360,0.375
13089023216,0,95,0,95,175,155,160,490,0.19387755102040816
13089023217,30,25,0,55,30,125,135,290,0.1896551724137931
13089023218,325,65,0,390,435,180,295,910,0.42857142857142855
13089023219,70,0,30,100,85,20,50,155,0.6451612903225806
13089023220,60,0,0,60,60,40,60,160,0.375
13089023221,155,0,0,155,155,45,190,390,0.3974358974358974
13089023222,175,65,25,265,230,270,320,820,0.3231707317073171
13089023311,70,30,35,135,230,50,80,360,0.375
13089023313,60,55,0,115,60,135,110,305,0.3770491803278688
13089023315,10,65,0,75,10,140,10,160,0.46875
13089023317,215,20,10,245,375,140,195,710,0.34507042253521125
13089023318,10,0,15,25,10,0,70,80,0.3125
13089023319,215,80,30,325,290,140,145,575,0.5652173913043478
13089023320,560,160,50,770,590,270,260,1120,0.6875
13089023321,140,65,0,205,235,210,315,760,0.26973684210526316
13089023322,55,155,0,210,55,200,175,430,0.4883720930232558
13089023323,25,0,0,25,25,25,4,54,0.46296296296296297
13089023324,0,0,0,0,0,0,15,15,0
13089023325,0,0,0,0,0,0,20,20,0
13089023326,45,0,0,45,95,0,205,300,0.15
13089023327,115,85,25,225,115,285,305,705,0.3191489361702128
13089023328,145,45,0,190,255,45,255,555,0.34234234234234234
13089023329,0,0,0,0,0,50,85,135,0
13089023330,0,0,0,0,0,0,15,15,0
13089023331,25,0,0,25,30,150,220,400,0.0625
13089023332,10,0,0,10,85,0,60,145,0.06896551724137931
13089023410,165,75,35,275,270,305,275,850,0.3235294117647059
13089023411,120,55,0,175,150,180,170,500,0.35
13089023413,0,0,0,0,0,35,4,39,0
13089023422,140,50,0,190,140,95,75,310,0.6129032258064516
13089023424,65,35,15,115,90,35,85,210,0.5476190476190477
13089023425,75,50,0,125,75,80,130,285,0.43859649122807015
13089023426,55,40,0,95,55,220,15,290,0.3275862068965517
13089023427,55,40,15,110,55,45,40,140,0.7857142857142857
13089023429,155,80,0,235,415,230,185,830,0.28313253012048195
13089023430,390,185,0,575,435,305,195,935,0.6149732620320856
13089023431,25,105,20,150,25,135,185,345,0.43478260869565216
13089023432,0,0,0,0,0,110,40,150,0
13089023433,140,15,0,155,140,85,185,410,0.3780487804878049
13089023434,0,0,0,0,0,135,0,135,0
13089023435,115,155,0,270,115,200,350,665,0.40601503759398494
13089023436,0,0,0,0,0,35,60,95,0
13089023437,45,0,0,45,100,0,10,110,0.4090909090909091
13089023438,145,0,0,145,210,70,205,485,0.29896907216494845
13089023439,145,60,0,205,185,325,95,605,0.33884297520661155
13089023440,105,260,0,365,170,260,215,645,0.5658914728682171
13089023441,0,40,0,40,0,100,125,225,0.17777777777777778
13089023442,10,0,0,10,50,0,95,145,0.06896551724137931
13089023443,0,0,0,0,0,40,35,75,0
13089023444,0,75,30,105,35,75,60,170,0.6176470588235294
13089023445,25,0,0,25,50,95,20,165,0.15151515151515152
13089023446,25,0,0,25,90,85,115,290,0.08620689655172414
13089023447,60,0,0,60,60,0,0,60,1
13089023448,60,0,0,60,150,125,90,365,0.1643835616438356
13089023501,205,45,4,254,220,170,130,520,0.48846153846153845
13089023504,185,45,45,275,285,115,260,660,0.4166666666666667
13089023505,115,40,0,155,140,105,35,280,0.5535714285714286
13089023506,305,15,0,320,305,85,195,585,0.5470085470085471
13089023507,70,0,0,70,115,50,135,300,0.23333333333333334
13089023601,25,50,0,75,100,60,70,230,0.32608695652173914
13089023602,60,40,0,100,80,45,50,175,0.5714285714285714
13089023603,160,40,0,200,190,220,215,625,0.32
13089023701,45,80,0,125,135,90,50,275,0.45454545454545453
13089023702,255,75,0,330,435,215,90,740,0.44594594594594594
13089023801,30,0,0,30,70,20,100,190,0.15789473684210525
13089023802,125,95,0,220,245,110,115,470,0.46808510638297873
13089023803,165,75,4,244,185,180,85,450,0.5422222222222223
13089980000,0,0,0,0,0,0,0,0,-
13091960100,20,4,0,24,70,50,45,165,0.14545454545454545
13091960200,45,45,0,90,45,60,25,130,0.6923076923076923
13091960301,150,0,10,160,235,155,70,460,0.34782608695652173
13091960302,40,0,0,40,95,25,35,155,0.25806451612903225
13091960400,4,40,0,44,75,135,265,475,0.09263157894736843
13091960500,25,4,0,29,35,25,20,80,0.3625
13091960600,50,0,0,50,85,35,35,155,0.3225806451612903
13093970100,75,0,0,75,110,45,140,295,0.2542372881355932
13093970200,45,0,0,45,55,25,50,130,0.34615384615384615
13093970300,80,95,80,255,135,270,190,595,0.42857142857142855
13095000101,185,60,35,280,185,225,330,740,0.3783783783783784
13095000102,110,60,0,170,110,110,195,415,0.40963855421686746
13095000200,330,15,0,345,445,125,95,665,0.518796992481203
13095000400,140,165,190,495,180,165,320,665,0.7443609022556391
13095000501,0,60,0,60,15,60,215,290,0.20689655172413793
13095000502,45,80,0,125,65,110,30,205,0.6097560975609756
13095000600,105,100,40,245,115,300,125,540,0.4537037037037037
13095000700,45,100,0,145,45,100,70,215,0.6744186046511628
13095000800,110,0,25,135,230,30,90,350,0.38571428571428573
13095000900,115,35,10,160,150,60,130,340,0.47058823529411764
13095001000,80,65,70,215,120,120,170,410,0.524390243902439
13095001100,195,135,0,330,325,245,110,680,0.4852941176470588
13095001403,180,10,0,190,320,90,70,480,0.3958333333333333
13095001500,290,45,20,355,360,70,115,545,0.6513761467889908
13095010302,415,210,20,645,535,330,155,1020,0.6323529411764706
13095010401,90,95,0,185,90,110,30,230,0.8043478260869565
13095010402,30,105,0,135,55,230,225,510,0.2647058823529412
13095010403,10,0,0,10,30,45,20,95,0.10526315789473684
13095010500,10,15,0,25,20,30,55,105,0.23809523809523808
13095010601,240,35,0,275,310,130,50,490,0.5612244897959183
13095010602,80,110,0,190,125,185,65,375,0.5066666666666667
13095010701,210,4,15,229,220,80,245,545,0.42018348623853213
13095010702,110,15,0,125,125,80,25,230,0.5434782608695652
13095010900,75,4,10,89,75,15,25,115,0.7739130434782608
13095011000,90,100,0,190,125,115,20,260,0.7307692307692307
13095011200,130,0,0,130,175,115,30,320,0.40625
13095011300,50,50,10,110,85,165,85,335,0.3283582089552239
13095011400,95,4,15,114,145,75,75,295,0.3864406779661017
13095011600,10,0,4,14,15,20,35,70,0.2
13097080104,230,435,0,665,230,490,490,1210,0.5495867768595041
13097080105,50,45,0,95,50,55,60,165,0.5757575757575758
13097080106,60,65,30,155,130,220,135,485,0.31958762886597936
13097080107,70,80,0,150,495,315,505,1315,0.11406844106463879
13097080201,4,85,90,179,4,125,195,324,0.5524691358024691
13097080203,10,40,150,200,25,140,390,555,0.36036036036036034
13097080204,0,135,0,135,15,250,110,375,0.36
13097080303,175,25,0,200,200,115,190,505,0.39603960396039606
13097080304,195,100,0,295,410,285,525,1220,0.24180327868852458
13097080305,70,25,0,95,200,120,30,350,0.2714285714285714
13097080306,85,30,0,115,170,205,105,480,0.23958333333333334
13097080307,40,10,0,50,40,185,90,315,0.15873015873015872
13097080403,25,20,4,49,25,30,40,95,0.5157894736842106
13097080405,0,0,0,0,0,0,20,20,0
13097080406,0,0,0,0,0,45,40,85,0
13097080407,95,0,65,160,140,25,145,310,0.5161290322580645
13097080408,55,0,25,80,65,145,55,265,0.3018867924528302
13097080505,75,35,0,110,165,60,165,390,0.28205128205128205
13097080506,110,15,0,125,180,55,50,285,0.43859649122807015
13097080507,30,0,0,30,30,40,120,190,0.15789473684210525
13097080508,220,0,4,224,235,100,95,430,0.5209302325581395
13097080509,45,0,0,45,45,25,30,100,0.45
13097080512,55,0,10,65,70,25,10,105,0.6190476190476191
13097080513,155,0,0,155,155,0,0,155,1
13097080514,0,0,0,0,15,0,35,50,0
13097080515,60,0,0,60,60,0,10,70,0.8571428571428571
13097080602,65,50,0,115,190,210,35,435,0.26436781609195403
13097080605,210,0,0,210,210,15,145,370,0.5675675675675675
13097080606,50,4,0,54,50,4,85,139,0.38848920863309355
13097080607,0,0,0,0,0,0,35,35,0
13097080608,25,125,90,240,45,125,90,260,0.9230769230769231
13099090100,35,0,0,35,60,20,10,90,0.3888888888888889
13099090200,65,105,70,240,75,265,85,425,0.5647058823529412
13099090300,0,10,0,10,55,10,10,75,0.13333333333333333
13099090400,45,0,25,70,140,55,105,300,0.23333333333333334
13099090500,25,10,0,35,55,50,45,150,0.23333333333333334
13101880100,25,15,0,40,45,20,35,100,0.4
13101880200,35,0,0,35,115,50,40,205,0.17073170731707318
13103030100,0,0,0,0,0,0,80,80,0
13103030204,40,35,25,100,75,125,55,255,0.39215686274509803
13103030205,35,20,0,55,70,75,110,255,0.21568627450980393
13103030206,0,0,0,0,0,25,75,100,0
13103030207,40,0,0,40,40,85,15,140,0.2857142857142857
13103030208,0,0,0,0,4,15,10,29,0
13103030209,0,15,0,15,30,25,45,100,0.15
13103030301,55,0,0,55,110,0,15,125,0.44
13103030303,35,4,0,39,35,4,20,59,0.6610169491525424
13103030306,45,20,0,65,95,105,35,235,0.2765957446808511
13103030307,15,0,0,15,45,85,235,365,0.0410958904109589
13103030308,20,50,0,70,30,90,165,285,0.24561403508771928
13103030309,60,10,10,80,60,20,115,195,0.41025641025641024
13103030401,70,0,0,70,80,35,40,155,0.45161290322580644
13103030403,20,0,0,20,20,0,210,230,0.08695652173913043
13103030404,0,0,0,0,0,0,0,0,-
13105000100,90,40,0,130,105,90,20,215,0.6046511627906976
13105000200,4,0,0,4,4,10,20,34,0.11764705882352941
13105000300,15,0,10,25,50,65,60,175,0.14285714285714285
13105000400,165,15,40,220,260,45,170,475,0.4631578947368421
13105000501,0,0,0,0,10,15,0,25,0
13105000502,125,80,0,205,240,205,95,540,0.37962962962962965
13107970101,20,10,0,30,50,60,180,290,0.10344827586206896
13107970102,85,4,0,89,85,25,15,125,0.712
13107970200,25,0,0,25,40,4,60,104,0.2403846153846154
13107970300,140,65,0,205,275,130,145,550,0.37272727272727274
13107970401,160,0,30,190,365,4,200,569,0.3339191564147627
13107970402,25,15,0,40,55,15,50,120,0.3333333333333333
13107970500,10,0,0,10,25,45,25,95,0.10526315789473684
13107970601,105,15,0,120,165,15,95,275,0.43636363636363634
13107970602,15,0,15,30,65,115,45,225,0.13333333333333333
13109970100,4,35,0,39,4,35,95,134,0.291044776119403
13109970200,135,65,0,200,140,125,35,300,0.6666666666666666
13109970300,70,40,0,110,175,105,140,420,0.2619047619047619
13111050100,0,25,0,25,0,30,90,120,0.20833333333333334
13111050200,90,25,0,115,165,140,145,450,0.25555555555555554
13111050300,0,0,0,0,10,30,0,40,0
13111050400,140,10,0,150,285,375,110,770,0.19480519480519481
13111050500,0,0,0,0,35,25,110,170,0
13113140102,15,0,0,15,15,40,90,145,0.10344827586206896
13113140103,0,0,0,0,0,15,30,45,0
13113140104,0,0,0,0,0,0,0,0,-
13113140203,15,0,0,15,70,0,55,125,0.12
13113140204,10,50,55,115,30,85,180,295,0.3898305084745763
13113140206,50,65,0,115,50,65,60,175,0.6571428571428571
13113140207,175,0,0,175,190,20,145,355,0.49295774647887325
13113140209,0,0,45,45,0,0,45,45,1
13113140210,0,0,0,0,0,0,15,15,0
13113140303,10,25,0,35,60,75,25,160,0.21875
13113140304,50,0,40,90,65,0,50,115,0.782608695652174
13113140305,0,10,0,10,0,25,4,29,0.3448275862068966
13113140307,0,0,0,0,0,0,0,0,-
13113140308,15,35,25,75,35,35,80,150,0.5
13113140309,25,185,50,260,25,185,335,545,0.47706422018348627
13113140403,15,4,0,19,15,20,20,55,0.34545454545454546
13113140404,210,20,20,250,210,75,100,385,0.6493506493506493
13113140405,25,0,0,25,25,10,0,35,0.7142857142857143
13113140406,85,0,0,85,90,85,110,285,0.2982456140350877
13113140408,10,10,0,20,10,10,0,20,1
13113140409,0,0,0,0,0,0,15,15,0
13113140410,90,80,35,205,90,165,250,505,0.40594059405940597
13113140501,20,0,0,20,20,0,0,20,1
13113140502,4,0,0,4,10,60,4,74,0.05405405405405406
13115000100,80,60,0,140,80,110,140,330,0.42424242424242425
13115000202,35,0,0,35,55,95,30,180,0.19444444444444445
13115000203,10,0,30,40,10,60,165,235,0.1702127659574468
13115000204,10,15,0,25,10,70,255,335,0.07462686567164178
13115000300,0,20,20,40,10,40,130,180,0.2222222222222222
13115000401,90,0,10,100,90,75,65,230,0.43478260869565216
13115000402,0,0,0,0,0,0,35,35,0
13115000403,70,100,0,170,80,120,80,280,0.6071428571428571
13115000500,225,25,0,250,355,110,190,655,0.3816793893129771
13115000600,175,80,0,255,310,115,265,690,0.3695652173913043
13115000700,20,10,0,30,20,50,85,155,0.1935483870967742
13115000800,10,35,0,45,10,45,60,115,0.391304347826087
13115000900,50,10,10,70,165,80,50,295,0.23728813559322035
13115001100,120,55,20,195,410,200,150,760,0.2565789473684211
13115001200,135,4,0,139,135,100,175,410,0.33902439024390246
13115001301,210,0,0,210,210,4,40,254,0.8267716535433071
13115001302,30,40,0,70,145,85,95,325,0.2153846153846154
13115001400,50,85,0,135,50,115,165,330,0.4090909090909091
13115001600,195,40,0,235,235,185,140,560,0.41964285714285715
13115001703,25,0,35,60,100,15,105,220,0.2727272727272727
13115001704,0,0,55,55,65,0,100,165,0.3333333333333333
13115001705,105,110,10,225,185,190,150,525,0.42857142857142855
13115001706,0,0,0,0,0,120,20,140,0
13115001800,225,30,15,270,250,135,230,615,0.43902439024390244
13115002000,45,25,0,70,80,105,90,275,0.2545454545454545
13115002100,125,65,0,190,230,305,125,660,0.2878787878787879
13117130101,40,0,0,40,40,20,0,60,0.6666666666666666
13117130102,0,25,0,25,10,40,20,70,0.35714285714285715
13117130103,10,0,10,20,10,35,145,190,0.10526315789473684
13117130104,0,0,0,0,10,25,10,45,0
13117130105,45,0,0,45,70,60,90,220,0.20454545454545456
13117130201,35,0,0,35,70,40,10,120,0.2916666666666667
13117130202,0,10,0,10,15,40,0,55,0.18181818181818182
13117130203,30,40,0,70,105,50,145,300,0.23333333333333334
13117130204,4,0,0,4,4,45,85,134,0.029850746268656716
13117130205,80,4,10,94,80,60,10,150,0.6266666666666667
13117130301,10,0,0,10,10,0,45,55,0.18181818181818182
13117130302,0,0,0,0,0,0,15,15,0
13117130303,0,0,0,0,4,0,0,4,0
13117130304,0,0,0,0,10,0,4,14,0
13117130305,0,10,0,10,0,10,0,10,1
13117130306,15,0,0,15,15,0,20,35,0.42857142857142855
13117130307,45,30,40,115,45,40,75,160,0.71875
13117130406,35,25,30,90,50,80,235,365,0.2465753424657534
13117130409,110,0,75,185,135,4,200,339,0.5457227138643068
13117130410,180,65,15,260,250,120,265,635,0.4094488188976378
13117130411,4,0,0,4,4,0,55,59,0.06779661016949153
13117130412,35,20,10,65,35,40,50,125,0.52
13117130413,185,4,0,189,255,70,120,445,0.4247191011235955
13117130414,4,0,0,4,4,0,0,4,1
13117130415,15,0,20,35,15,4,25,44,0.7954545454545454
13117130503,30,0,4,34,40,25,10,75,0.4533333333333333
13117130504,10,0,25,35,30,0,115,145,0.2413793103448276
13117130505,4,25,0,29,4,45,15,64,0.453125
13117130506,15,0,10,25,15,25,120,160,0.15625
13117130507,0,20,0,20,25,20,65,110,0.18181818181818182
13117130508,0,0,0,0,0,0,10,10,0
13117130509,0,10,0,10,0,135,45,180,0.05555555555555555
13117130511,50,0,15,65,50,10,220,280,0.23214285714285715
13117130512,0,0,0,0,0,0,0,0,-
13117130601,45,10,50,105,45,45,90,180,0.5833333333333334
13117130602,270,35,0,305,285,55,70,410,0.7439024390243902
13117130603,135,130,25,290,160,130,105,395,0.7341772151898734
13117130604,0,0,0,0,0,20,0,20,0
13117130605,0,4,0,4,20,20,0,40,0.1
13117130606,25,65,10,100,25,65,115,205,0.4878048780487805
13117130607,15,0,15,30,50,0,15,65,0.46153846153846156
13117130608,0,0,4,4,30,0,4,34,0.11764705882352941
13117130609,10,0,50,60,10,0,180,190,0.3157894736842105
13117130610,0,10,0,10,20,15,0,35,0.2857142857142857
13117130611,20,0,0,20,30,0,0,30,0.6666666666666666
13117130613,45,50,65,160,45,60,210,315,0.5079365079365079
13117130614,10,25,180,215,10,40,240,290,0.7413793103448276
13117130615,0,0,0,0,0,10,0,10,0
13119890101,35,45,0,80,150,140,200,490,0.16326530612244897
13119890103,10,0,0,10,25,25,25,75,0.13333333333333333
13119890104,40,0,0,40,50,0,30,80,0.5
13119890201,15,0,0,15,15,60,15,90,0.16666666666666666
13119890202,35,0,0,35,85,0,45,130,0.2692307692307692
13119890300,0,0,0,0,65,20,80,165,0
13119890401,10,0,0,10,55,15,25,95,0.10526315789473684
13119890402,160,4,0,164,305,115,45,465,0.35268817204301073
13121000100,0,235,0,235,0,235,10,245,0.9591836734693877
13121000201,0,0,0,0,0,0,0,0,-
13121000202,40,0,0,40,105,0,0,105,0.38095238095238093
13121000400,15,0,0,15,25,15,55,95,0.15789473684210525
13121000501,40,70,75,185,150,125,185,460,0.40217391304347827
13121000502,30,15,0,45,50,15,70,135,0.3333333333333333
13121000601,145,80,65,290,255,90,280,625,0.464
13121000602,375,150,55,580,460,165,165,790,0.7341772151898734
13121000700,0,40,0,40,4,70,20,94,0.425531914893617
13121001001,65,35,10,110,90,50,40,180,0.6111111111111112
13121001002,65,70,25,160,105,75,100,280,0.5714285714285714
13121001101,0,0,25,25,15,10,25,50,0.5
13121001102,195,15,70,280,235,15,70,320,0.875
13121001203,100,0,60,160,335,10,440,785,0.20382165605095542
13121001204,25,35,0,60,25,65,60,150,0.4
13121001205,85,85,40,210,85,115,65,265,0.7924528301886793
13121001206,165,35,50,250,210,35,50,295,0.847457627118644
13121001301,200,305,0,505,200,305,55,560,0.9017857142857143
13121001302,55,0,15,70,175,0,90,265,0.2641509433962264
13121001400,20,40,0,60,45,45,90,180,0.3333333333333333
13121001501,165,35,130,330,220,35,220,475,0.6947368421052632
13121001502,70,80,35,185,70,130,130,330,0.5606060606060606
13121001600,50,0,15,65,50,50,75,175,0.37142857142857144
13121001701,50,0,35,85,215,45,35,295,0.288135593220339
13121001702,0,35,65,100,20,35,175,230,0.43478260869565216
13121001801,215,10,0,225,825,115,65,1005,0.22388059701492538
13121001802,90,0,10,100,210,80,155,445,0.2247191011235955
13121001901,0,0,0,0,120,30,0,150,0
13121001902,60,20,85,165,90,75,195,360,0.4583333333333333
13121002100,70,50,0,120,125,115,30,270,0.4444444444444444
13121002300,115,20,10,145,145,135,50,330,0.4393939393939394
13121002400,315,25,0,340,365,145,145,655,0.5190839694656488
13121002500,260,75,0,335,380,275,205,860,0.38953488372093026
13121002600,220,0,0,220,235,70,80,385,0.5714285714285714
13121002801,120,10,55,185,165,10,170,345,0.5362318840579711
13121002802,70,120,25,215,230,180,65,475,0.45263157894736844
13121002900,75,20,10,105,110,75,70,255,0.4117647058823529
13121003000,30,105,10,145,40,105,25,170,0.8529411764705882
13121003100,110,10,10,130,110,55,205,370,0.35135135135135137
13121003200,15,20,10,45,15,20,30,65,0.6923076923076923
13121003500,110,35,0,145,115,35,220,370,0.3918918918918919
13121003600,95,0,0,95,205,4,50,259,0.3667953667953668
13121003700,20,0,0,20,55,0,90,145,0.13793103448275862
13121003800,85,10,30,125,95,45,80,220,0.5681818181818182
13121003900,75,40,4,119,110,115,125,350,0.34
13121004000,165,50,4,219,235,155,165,555,0.3945945945945946
13121004100,20,35,10,65,20,75,140,235,0.2765957446808511
13121004200,185,0,25,210,630,275,110,1015,0.20689655172413793
13121004300,50,0,20,70,115,120,40,275,0.2545454545454545
13121004400,195,175,0,370,510,540,120,1170,0.3162393162393162
13121004800,160,4,0,164,450,55,80,585,0.28034188034188035
13121004900,105,80,4,189,125,110,25,260,0.7269230769230769
13121005000,35,4,80,119,80,25,250,355,0.3352112676056338
13121005200,15,90,0,105,15,105,55,175,0.6
13121005300,40,40,15,95,40,90,65,195,0.48717948717948717
13121005501,125,20,0,145,255,195,135,585,0.24786324786324787
13121005503,200,85,0,285,280,195,20,495,0.5757575757575758
13121005504,95,0,0,95,155,20,25,200,0.475
13121005700,90,65,0,155,200,115,125,440,0.3522727272727273
13121005800,45,4,0,49,55,65,40,160,0.30625
13121006000,205,20,0,225,300,140,170,610,0.36885245901639346
13121006100,235,40,0,275,250,95,175,520,0.5288461538461539
13121006200,30,4,0,34,115,45,85,245,0.13877551020408163
13121006300,120,4,0,124,180,80,75,335,0.3701492537313433
13121006400,60,15,0,75,80,50,60,190,0.39473684210526316
13121006500,185,65,10,260,270,140,85,495,0.5252525252525253
13121006601,75,35,0,110,100,65,30,195,0.5641025641025641
13121006602,75,15,0,90,105,80,70,255,0.35294117647058826
13121006701,155,30,150,335,320,115,230,665,0.5037593984962406
13121006702,180,0,0,180,250,45,60,355,0.5070422535211268
13121006801,0,0,0,0,0,0,0,0,-
13121006802,220,0,0,220,410,30,0,440,0.5
13121006900,120,15,10,145,190,60,160,410,0.35365853658536583
13121007001,295,30,0,325,330,280,180,790,0.41139240506329117
13121007002,215,0,0,215,225,120,170,515,0.4174757281553398
13121007100,185,45,15,245,240,165,70,475,0.5157894736842106
13121007200,120,20,0,140,170,95,50,315,0.4444444444444444
13121007301,175,275,0,450,345,495,130,970,0.4639175257731959
13121007302,105,55,0,160,480,185,125,790,0.20253164556962025
13121007400,335,35,0,370,590,270,140,1000,0.37
13121007500,325,85,45,455,560,210,105,875,0.52
13121007602,210,20,0,230,260,160,70,490,0.46938775510204084
13121007603,895,65,0,960,1375,175,170,1720,0.5581395348837209
13121007604,255,10,0,265,430,365,210,1005,0.263681592039801
13121007703,190,130,0,320,200,270,155,625,0.512
13121007705,340,90,0,430,505,570,370,1445,0.2975778546712803
13121007707,150,0,0,150,175,10,70,255,0.5882352941176471
13121007708,115,30,40,185,190,200,265,655,0.2824427480916031
13121007709,135,100,0,235,135,100,30,265,0.8867924528301887
13121007710,205,650,0,855,280,690,285,1255,0.6812749003984063
13121007711,105,30,0,135,175,180,30,385,0.35064935064935066
13121007805,125,65,0,190,330,275,425,1030,0.18446601941747573
13121007806,215,75,0,290,275,215,385,875,0.3314285714285714
13121007807,165,0,160,325,270,85,255,610,0.5327868852459017
13121007808,430,15,0,445,785,160,90,1035,0.42995169082125606
13121007809,230,0,0,230,230,40,45,315,0.7301587301587301
13121007810,200,20,0,220,430,175,445,1050,0.20952380952380953
13121007900,75,0,0,75,90,35,140,265,0.2830188679245283
13121008000,355,60,20,435,355,275,115,745,0.5838926174496645
13121008103,285,0,15,300,595,465,170,1230,0.24390243902439024
13121008104,145,50,0,195,370,175,95,640,0.3046875
13121008202,335,45,10,390,375,120,40,535,0.7289719626168224
13121008203,125,120,55,300,465,185,245,895,0.33519553072625696
13121008204,165,70,0,235,185,230,95,510,0.46078431372549017
13121008301,120,0,0,120,195,265,70,530,0.22641509433962265
13121008302,100,15,0,115,175,55,45,275,0.41818181818181815
13121008400,180,25,0,205,340,245,65,650,0.3153846153846154
13121008500,130,45,0,175,150,105,40,295,0.5932203389830508
13121008601,610,55,20,685,905,175,210,1290,0.5310077519379846
13121008602,75,60,15,150,95,135,135,365,0.410958904109589
13121008701,165,85,15,265,355,220,410,985,0.26903553299492383
13121008702,70,0,0,70,200,105,210,515,0.13592233009708737
13121008801,15,0,50,65,15,0,100,115,0.5652173913043478
13121008802,50,0,0,50,110,35,10,155,0.3225806451612903
13121008903,70,35,30,135,135,65,95,295,0.4576271186440678
13121008905,130,0,35,165,180,40,330,550,0.3
13121008906,0,0,0,0,15,0,35,50,0
13121008907,35,0,0,35,35,0,100,135,0.25925925925925924
13121008908,150,100,0,250,170,145,50,365,0.684931506849315
13121008909,20,0,0,20,20,0,50,70,0.2857142857142857
13121009001,40,120,0,160,80,240,240,560,0.2857142857142857
13121009002,0,0,0,0,0,0,0,0,-
13121009103,35,0,40,75,80,55,110,245,0.30612244897959184
13121009104,75,60,0,135,180,60,50,290,0.46551724137931033
13121009105,0,0,0,0,0,0,0,0,-
13121009106,85,0,0,85,130,80,150,360,0.2361111111111111
13121009201,140,60,30,230,140,120,250,510,0.45098039215686275
13121009202,65,60,10,135,90,60,150,300,0.45
13121009203,0,30,0,30,320,30,200,550,0.05454545454545454
13121009301,35,0,0,35,50,120,55,225,0.15555555555555556
13121009302,170,35,0,205,240,35,20,295,0.6949152542372882
13121009405,85,475,100,660,190,515,220,925,0.7135135135135136
13121009406,90,105,0,195,115,105,20,240,0.8125
13121009407,15,0,0,15,15,55,0,70,0.21428571428571427
13121009408,175,0,0,175,345,0,235,580,0.3017241379310345
13121009409,80,0,130,210,105,0,220,325,0.6461538461538462
13121009410,50,0,0,50,50,0,45,95,0.5263157894736842
13121009411,0,0,0,0,20,20,0,40,0
13121009501,0,15,0,15,10,25,15,50,0.3
13121009503,0,80,0,80,210,105,110,425,0.18823529411764706
13121009504,95,100,45,240,145,100,45,290,0.8275862068965517
13121009601,30,45,20,95,70,95,80,245,0.3877551020408163
13121009604,90,85,30,205,125,85,95,305,0.6721311475409836
13121009605,170,35,0,205,335,110,60,505,0.40594059405940597
13121009606,15,0,0,15,15,0,0,15,1
13121009607,180,85,75,340,215,85,135,435,0.7816091954022989
13121009700,0,0,0,0,0,0,0,0,-
13121009802,25,35,80,140,35,35,155,225,0.6222222222222222
13121009803,35,35,20,90,130,105,90,325,0.27692307692307694
13121009804,0,0,0,0,0,0,0,0,-
13121009900,60,0,15,75,60,0,55,115,0.6521739130434783
13121010003,155,25,0,180,190,25,55,270,0.6666666666666666
13121010004,0,0,0,0,0,0,0,0,-
13121010005,0,0,0,0,0,0,0,0,-
13121010006,185,80,20,285,225,90,215,530,0.5377358490566038
13121010007,0,0,0,0,0,0,15,15,0
13121010106,80,0,0,80,80,40,195,315,0.25396825396825395
13121010107,0,0,0,0,0,0,0,0,-
13121010108,30,185,20,235,30,220,30,280,0.8392857142857143
13121010115,0,45,50,95,30,45,65,140,0.6785714285714286
13121010117,185,180,0,365,185,230,335,750,0.4866666666666667
13121010120,55,50,0,105,85,50,90,225,0.4666666666666667
13121010121,40,4,0,44,40,25,55,120,0.36666666666666664
13121010124,140,25,90,255,330,25,180,535,0.4766355140186916
13121010125,100,45,0,145,100,85,180,365,0.3972602739726027
13121010126,10,30,15,55,35,30,130,195,0.28205128205128205
13121010127,35,20,0,55,35,55,80,170,0.3235294117647059
13121010128,90,150,50,290,210,150,220,580,0.5
13121010129,70,130,60,260,70,140,190,400,0.65
13121010130,100,105,10,215,100,105,60,265,0.8113207547169812
13121010131,15,0,90,105,15,30,160,205,0.5121951219512195
13121010132,80,70,140,290,190,155,225,570,0.5087719298245614
13121010133,215,45,85,345,215,45,140,400,0.8625
13121010134,15,60,0,75,15,160,120,295,0.2542372881355932
13121010135,165,100,0,265,165,260,0,425,0.6235294117647059
13121010136,85,80,0,165,85,170,20,275,0.6
13121010137,65,30,0,95,65,45,155,265,0.3584905660377358
13121010204,0,10,0,10,10,10,0,20,0.5
13121010211,0,35,0,35,10,35,4,49,0.7142857142857143
13121010212,310,225,40,575,345,255,165,765,0.7516339869281046
13121010213,25,0,40,65,25,35,115,175,0.37142857142857144
13121010214,0,65,35,100,70,225,195,490,0.20408163265306123
13121010215,0,25,0,25,0,25,30,55,0.45454545454545453
13121010216,0,15,115,130,0,15,155,170,0.7647058823529411
13121010217,20,45,15,80,20,65,45,130,0.6153846153846154
13121010218,0,0,0,0,4,25,365,394,0
13121010219,0,75,0,75,35,80,150,265,0.2830188679245283
